Company,Job_title,Location,Salary,Skill,Job_Desc,Links
Japan Corner Gakkou (JCG Indonesia),Sales Marketing,"Tangerang, Tangerang, Banten, Indonesia",,"Negotiation, Critical Thinking, Good Communication Skills, Sales Marketing",,https://glints.com/id/opportunities/jobs/sales-marketing/23161d12-80d0-412b-9d5e-9de73bc95d04?utm_referrer=explore
Algo Sea Biz,Accounting & Sales Support,"Denpasar Timur, Denpasar, Bali, Indonesia",,"Accounting, Sales, Administration","Strong communication skills, Basic knowledge of accounting principles, Proficiency in English, both written and spoken, Experience in email communication and invoice creation, Sales experience is a bonus, Able to join immediately, Enthusiasm for the social media marketing industry, Fresh graduates are encouraged to apply",https://glints.com/id/opportunities/jobs/accounting-and-sales-support/b008fe24-74a2-4ab0-9541-9c5d05438d7d?utm_referrer=explore
PT. Artha Kreasi Utama,Sopir Logistik,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia","Rp2,5jt-Rp3,5jt",,,https://glints.com/id/opportunities/jobs/sopir-logistik/0baf6a05-ab7f-4960-98e6-cfe80ae17931?utm_referrer=explore
Georgios Women,Admin Gudang,"Denpasar Barat, Denpasar, Bali, Indonesia",,"Staff Gudang, Jujur, teliti, dan rajin, Administration","Job Desc, Mencatat barang yang masuk dan keluar dari gudang, termasuk jumlah stok barang, keluar masuknya distribusi barang, pemesanan barang, hingga klaim pembayaran atas pembelian., Mengklasifikasikan barang yang masuk dengan sesuai, misalnya berdasarkan jenis, ukuran, warna., Memeriksa dan melaporkan stok barang di gudang, termasuk mengecek stok barang yang masuk, aktivitas pembongkaran, penyimpanan dan juga distribusi barang.",https://glints.com/id/opportunities/jobs/admin-gudang/65ccd8b5-e402-4d2b-8d64-c8959ba1552b?utm_referrer=explore
PT Jala Berikat Nusantara Perkasa (J-Forces),Product Designer,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Rp5jt-Rp5jt,"Rhinoceros, Design Product, SolidWorks",,https://glints.com/id/opportunities/jobs/product-designer/9fefb572-e54f-411c-ad53-5f470055089c?utm_referrer=explore
Orang Tua Group,Sales Jawa Tengah,"Gajah Mungkur, Semarang, Jawa Tengah, Indonesia",,,"Pria, 18-30 tahun, Minimum lulusan SMA/K, Bersedia ditempatkan di Jawa Timur",https://glints.com/id/opportunities/jobs/sales-jawa-tengah/c822a9c3-8cc2-405e-a1cf-317fe5eff432?utm_referrer=explore
Orang Tua Group,Sales Jawa Barat Utara,"Pekalipan, Cirebon, Jawa Barat, Indonesia",,"Work Under Pressure, Good Communication Skills, Sales Marketing","Pria, 18-30 tahun, Minimum lulusan SMA/K, Bersedia ditempatkan di Jawa Timur",https://glints.com/id/opportunities/jobs/sales-jawa-barat-utara/26fc258f-6d61-4a10-ade6-12acb9c2ce36?utm_referrer=explore
Pt. Vic Indonesia,Student Consultant,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia","Rp5jt-Rp6,5jt",,"Got internal and external university and study programs overseas training, Keep records of student inquiries., End-to-end overseas education guidance for students & parents, Build and maintain good relationships with schools and international partners., Attend study abroad fairs and events., Work with our marketing team to share information on studying abroad.",https://glints.com/id/opportunities/jobs/student-consultant/7467dc78-0bb2-4580-824c-51d9de305cd5?utm_referrer=explore
Pt. Mega Global Food Industry (kokola Group),Operator Quality Assurance Laboratorium,"Driyorejo, Kab. Gresik, Jawa Timur, Indonesia","Rp4,5jt-Rp4,6jt",,"Pria/Wanit, usia Maks. 30 Tahun., Pendidikan Min. S1 Biologi/Mikrobiologi., Menguasai Microsoft Office., Memiliki kemampuan komunikasi yang baik., Mahir dalam berhitung., Mampu menganalisa suatu masalah (Problem Solving)., Mampu melakukan analisa kimia & mikrobiologi., Tikda memiliki buta warna, Freshgraduate dipersilahkan melamar.",https://glints.com/id/opportunities/jobs/operator-quality-assurance-laboratorium/98f5c0d5-a9a6-467b-9d4b-358a2703411a?utm_referrer=explore
PT. Sinar Mitra Sepadan Finance (SMS Finance Jakarta Utara),Problem Account (PA),"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",,,"Pendidikan Min D3 sederajat (CMO,CRE), Pendidikan Minimal SMA Sederajat (FC,PA, Recovery), Usia maksimal 33 tahun, Memiliki kendaraan bermotor dan SIM C aktif, Memiliki sertifikat SPPI (FC, PA, Remedial & Recovery), Memiliki pengalaman/Fresh Graduate dipersilakan, Penempatan Jabodetabek",https://glints.com/id/opportunities/jobs/problem-account-pa/cdc6c192-f746-46e3-87f9-5eeb89fba256?utm_referrer=explore
SIXperience Indonesia (PT. Jiwa Enam Semesta),Brand Promotor (Produk Alkohol),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",,"Promotor, Sales Promotor, Promotor Marketing",,https://glints.com/id/opportunities/jobs/brand-promotor-produk-alkohol/cb75253a-238e-4c50-9ba9-845f8e0809e5?utm_referrer=explore
PT. Sinar Mitra Sepadan Finance (SMS Finance Jakarta Utara),Credit Marketing Officer (CMO),"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",,,"Pendidikan Min D3 sederajat (CMO,CRE), Pendidikan Minimal SMA Sederajat (FC,PA, Recovery), Usia maksimal 33 tahun, Memiliki kendaraan bermotor dan SIM C aktif, Memiliki sertifikat SPPI (FC, PA, Remedial & Recovery), Memiliki pengalaman/Fresh Graduate dipersilakan, Penempatan Jabodetabek",https://glints.com/id/opportunities/jobs/credit-marketing-officer-cmo/ae3628c6-a322-485f-b096-ffb6eea3036d?utm_referrer=explore
AL-WILDAN ISLAMIC SCHOOL 4 JAKARTA SELATAN,LOWONGAN GURU SD (ENGLISH MATH SCIENCE),"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Rp4jt-Rp5jt,"Bahasa Inggris Aktif, Bisa Mengajar, mendidik","Membuat perencanaan pembelajaran, Mengajar English, Math, dan Science level SD, Memberikan aktivitas pelajaran dan penilaian kepada siswa, Membuat laporan nilai dan perkembangan siswa, Mengikuti kegiatan akademik maupun non akademik yang diadakan oleh sekolah, Bertanggung jawab atas pemenuhan pengajaran dan pendidikan yang diberikan kepada siswa",https://glints.com/id/opportunities/jobs/lowongan-guru-sd-english-math-science/4e92428f-c0b2-4b16-ab32-f8c8c509d642?utm_referrer=explore
Shuaiku Media,Talent Host,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia","Rp4,5jt-Rp5,5jt",,,https://glints.com/id/opportunities/jobs/talent-host/662f64f3-9ad9-4d13-b769-8de9dd94f7a8?utm_referrer=explore
BIG Homecare,Perawat home care,"Mojoroto, Kediri, Jawa Timur, Indonesia",Rp3jt-Rp9jt,,,https://glints.com/id/opportunities/jobs/perawat-home-care/f2bfad2a-f8c0-4648-a81d-82a0371a1f48?utm_referrer=explore
RADIANCE ASAHI MAS,Digital Marketing Strategist,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Rp4jt-Rp5jt,,,https://glints.com/id/opportunities/jobs/digital-marketing-strategist/066f43cd-3605-4625-82d1-4e52b9e8946f?utm_referrer=explore
PT Anugrah Konsultasi Bisnis Indonesia,Mandarin Speaker,"Pal Merah, Jakarta Barat, DKI Jakarta, Indonesia",Rp5jt-Rp8jt,,,https://glints.com/id/opportunities/jobs/mandarin-speaker/e13649fc-5fd6-4b9a-8584-ff2bb5202133?utm_referrer=explore
NIRMALA HOTEL JIMBARAN,Pramusaji (Daily Worker),"Kuta, Kab. Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/pramusaji-daily-worker/24cbaf97-17ff-4198-ae12-14994ff18136?utm_referrer=explore
Samadia Solution Group (PT Intermedia Kreasi Mandiri),Creative Marketing Trainee (Internship),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",,"Marketing, Creative Marketing, Creative Thinking",,https://glints.com/id/opportunities/jobs/creative-marketing-trainee-internship/06384b83-d8b1-4ad0-95a6-fbd23ceae4df?utm_referrer=explore
Samadia Solution Group (PT Intermedia Kreasi Mandiri),Sales & Promotion Trainee (Internship),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/sales-and-promotion-trainee-internship/2a895b4d-8eba-49ce-b498-638bb5ab3a76?utm_referrer=explore
Samadia Solution Group (PT Intermedia Kreasi Mandiri),Management Trainee (Internship),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/management-trainee-internship/6024a424-f2ce-4882-b024-7d7fda07176c?utm_referrer=explore
Wealth International Network,Internship Program - Product Specialist,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",,,"Pria / Wanita Maximal 30 Tahun, Pendidikan minimal D3 / S1 Farmasi / Apoteker, Jujur, Bertanggung Jawab, Cepat Belajar dan Pekerja Keras, Kemampuan Microsoft Office dengan baik, Kemampuan analisa dengan baik, Memiliki kemampuan komunikasi yang baik",https://glints.com/id/opportunities/jobs/internship-program-product-specialist/9f781573-89cd-45f3-95f0-30e515652c63?utm_referrer=explore
Samadia Solution Group (PT Intermedia Kreasi Mandiri),Sales & Promotion,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",,"Promotion, Sales Promotion, Sales",,https://glints.com/id/opportunities/jobs/sales-and-promotion/1f59f135-7853-4d3e-9a3a-afed9aaf4b49?utm_referrer=explore
Hyundai Gowa Jawa Barat,Sales Counter(Bandung),"Bandung Wetan, Bandung, Jawa Barat, Indonesia",,,"Wanita, Usia maksimal 35 tahun, Pendidikan min D3 / SMA berpengalaman, Freshgaduate dipersilakan melamar, Berpenampilan menarik lebih diutamakan, Aktif di media sosial, Memiliki passion di bidang penjualan, Berdomisili sesuai area penempatan",https://glints.com/id/opportunities/jobs/sales-counterbandung/52d0e777-9f25-4309-90c1-f59d10e78015?utm_referrer=explore
Hyundai Gowa Jawa Barat,Sales Executive (Tasikmalaya),"Cihideung, Tasikmalaya, Jawa Barat, Indonesia",,,"Usia maksimal 35 tahun, Pendidikan min D3 / SMA berpengalaman, Freshgaduate dipersilakan melamar, Berpenampilan menarik lebih diutamakan, Memiliki passion di bidang penjualan, Berdomisili sesuai area penempatan",https://glints.com/id/opportunities/jobs/sales-executive-tasikmalaya/429babb2-0cdc-420b-9770-273312ed0af9?utm_referrer=explore
Hyundai Gowa Jawa Barat,Sales Executive (Padalarang),"Padalarang, Bandung Barat, Jawa Barat, Indonesia",,"Komunikatif, Target Oriented, Berpenampilan Menarik","Usia maksimal 35 tahun, Pendidikan min D3 / SMA berpengalaman, Freshgaduate dipersilakan melamar, Berpenampilan menarik lebih diutamakan, Memiliki passion di bidang penjualan, Berdomisili sesuai area penempatan",https://glints.com/id/opportunities/jobs/sales-executive-padalarang/1d2f8d11-c62a-4153-b49e-d0f8c8eae2eb?utm_referrer=explore
Hyundai Gowa Jawa Barat,Sales Executive (Garut),"Tarogong Kidul, Garut, Jawa Barat, Indonesia",,"Komunikatif, Target Oriented, Berpenampilan Menarik","Usia maksimal 35 tahun, Pendidikan min D3 / SMA berpengalaman, Freshgaduate dipersilakan melamar, Berpenampilan menarik lebih diutamakan, Memiliki passion di bidang penjualan, Berdomisili sesuai area penempatan",https://glints.com/id/opportunities/jobs/sales-executive-garut/7e4c573a-6783-4cbb-b4f5-401eb9f875e1?utm_referrer=explore
Hyundai Gowa Jawa Barat,Sales Executive (Bandung),"Bandung Wetan, Bandung, Jawa Barat, Indonesia",,"Komunikatif, Target Oriented, Berpenampilan Menarik","Usia maksimal 35 tahun, Pendidikan min D3 / SMA berpengalaman, Freshgaduate dipersilakan melamar, Berpenampilan menarik lebih diutamakan, Memiliki passion di bidang penjualan, Berdomisili sesuai area penempatan",https://glints.com/id/opportunities/jobs/sales-executive-bandung/13993428-2d64-46fa-a330-e51cc3d96085?utm_referrer=explore
PT Regon Makmur Sejahtera (Sablon Bogor),Asisten Kepala Produksi (Internship),"Bogor Utara, Bogor, Jawa Barat, Indonesia",,,"Memastikan proses dan hasil produksi memenuhi standar kualitas dan deadline yang ditetapkan, Melakukan aktivitas forecasting, purchasing, dan reporting",https://glints.com/id/opportunities/jobs/asisten-kepala-produksi-internship/f58807fa-13fc-4fca-837c-a0f985695a12?utm_referrer=explore
PT Regon Makmur Sejahtera (Sablon Bogor),Junior Content Creator (Internship),"Bogor Utara, Bogor, Jawa Barat, Indonesia",,,"Take foto, video, dan editing, Melakukan riset untuk mempelajari trend terkini dalam pengembangan konten, Rekap data insight instagram dan tiktok",https://glints.com/id/opportunities/jobs/junior-content-creator-internship/ae811300-6efa-4bf3-9ad1-4a4f31fa92eb?utm_referrer=explore
PT Gistex,Content Creator,"Margaasih, Bandung, Jawa Barat, Indonesia",,"Brand Ambassador, Digital Marketing, Content Creator, Digital Strategy, Content Management, Content Tiktok, Content Strategy","Bachelor's degree in Visual Arts, Multimedia, Communications, Marketing, or a related field (or equivalent experience)., Proven experience as a content creator, demonstrating a strong portfolio of multimedia content across various platforms., Proficiency in multimedia software tools, including video editing, graphic design, and animation software., Excellent storytelling skills with the ability to convey messages creatively and effectively., Familiarity with social media platforms, trends, and best practices., Basic understanding of content marketing and audience engagement strategies., Attention to detail and ability to maintain brand consistency., Adaptability to evolving technologies and content formats., Strong project management skills to meet deadlines and handle multiple projects simultaneously., Strong communication skills and the ability to collaborate within a team.",https://glints.com/id/opportunities/jobs/content-creator/af1876f9-e076-4c3c-8b64-0c9dacc81053?utm_referrer=explore
PT Edigy Djaya Global,Japanese Tutor,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",,"Good Teamwork, Good Communication Skills, Good Teaching Skill",,https://glints.com/id/opportunities/jobs/japanese-tutor/45a39aee-b07c-4700-968f-c04baed187ae?utm_referrer=explore
SWA OFFICIAL,Host Live TikTok,"Bekasi Utara, Bekasi, Jawa Barat, Indonesia",,,"Perempuan/Laki-laki, Usia 20 - max 25 tahun, Berpenampilan menarik, kreatif & komunikatif, Pengalaman host/MC, Cepat belajar & pantang menyerah, Bisa bekerja dalam tim & target, Mandiri & bertanggung jawab, Bekerja shifting & gaji harian, Sneakers enthusiast, Hanya untuk domisili Bekasi, area Harapan Jaya, Bekasi Utara",https://glints.com/id/opportunities/jobs/host-live-tiktok/b95ed823-6c6e-41d0-8067-bfc5c8959d61?utm_referrer=explore
PT. HERROS NUSA DUA,SALES EXECUTIVE,"Cikarang Selatan, Bekasi, Jawa Barat, Indonesia",,,,https://glints.com/id/opportunities/jobs/sales-executive/e87fc4a5-07fc-4472-a31d-b52093f527e6?utm_referrer=explore
PT. BERKAH BERMAIN BERSAMA,Gaming Pilot,"Dau, Malang, Jawa Timur, Indonesia",,,,https://glints.com/id/opportunities/jobs/gaming-pilot/2253cf44-c478-427a-8a3d-e8fcd0164cc1?utm_referrer=explore
Synapsis.id,Mobile Developer (Paid - Internship),"Makasar, Jakarta Timur, DKI Jakarta, Indonesia",,"GetX State Management, BLoC State Management, Firebase Database, Flutter / Dart",,https://glints.com/id/opportunities/jobs/mobile-developer-paid-internship/da8cf4d6-eab1-4ab0-b218-d6a1d5afa9c0?utm_referrer=explore
Pt Cipta Harmoni Lestari,Internship Graphic Designer,"Kelapa Dua, Tangerang, Banten, Indonesia",,,"Best Mid-End Housing Development, Best Housing Interior Design, Silver Awards for Eco Friendly housing developmen",https://glints.com/id/opportunities/jobs/internship-graphic-designer/444f8200-f2b4-4784-9c6b-960f0424a850?utm_referrer=explore
Pt Solusi Integrasi Pratama,Car Warehouse Staff Balikpapan,"Balikpapan Selatan, Balikpapan, Kalimantan Timur, Indonesia",,"Memiliki Sim A Dan Sim C, Mekanik Otomotif, Warehouse Management System (WMS)","Pendidikan minimal SMA/SMK, Memiliki pengalaman dan pengetahuan mekanik otomotif, Bisa mengendarai mobil maupun motor, Memiliki SIM A lebih diutamakan, Bisa berkomunikasi dengan lancar, Tidak gagap teknologi, Penempatan:  Balikpapan Selatan, Balikpapan",https://glints.com/id/opportunities/jobs/car-warehouse-staff-balikpapan/6cb49f6a-261b-4289-be7f-40d0566b4025?utm_referrer=explore
INDOCELL BALI,Frontliner,"Denpasar Barat, Denpasar, Bali, Indonesia",,,"Wanita maks. 25 tahun, Minimal pendidikan SMA/SMK, Belum menikah, Jujur, Rajin, Ramah, Supel",https://glints.com/id/opportunities/jobs/frontliner/3287d3ec-158f-480f-bd86-a65d56d91472?utm_referrer=explore
Dot Printing Solution,Finishing,"Pekalongan Barat, Pekalongan, Jawa Tengah, Indonesia",,"Teamwork, Good Attitude, Good Communication Skills",,https://glints.com/id/opportunities/jobs/finishing/6f77f2c4-34ea-4192-9c43-29b9dc72e3ef?utm_referrer=explore
Easybeaute,Digital Content Creator Intern,"Tangerang, Tangerang, Banten, Indonesia",,"Photo & Video Editing, Content Creator, Content Creation, Photography, Videography","Memiliki skill komunikasi yang tinggi serta percaya diri tampil di depan kamera, Paham dan update tentang trend baru di bidang skincare, Creative dan easygoing, Terampil menggunakan aplikasi editing video seperti VN, capcut atau aplikasi serupa, Poin plus jika saat ini sedang mengikuti beauty community (tidak wajib), Diutamakan yang berdomisili di Jabodetabek",https://glints.com/id/opportunities/jobs/digital-content-creator-intern/a6c3f091-ea22-4d31-bb1d-a85eb20f9548?utm_referrer=explore
PT. Biotis Pharmaceuticals Indonesia,Operator R&D,"Bogor Utara, Bogor, Jawa Barat, Indonesia",,,,https://glints.com/id/opportunities/jobs/operator-r-and-d/d4ddcf26-f37c-497a-aca8-3724c08776d7?utm_referrer=explore
Syaamil Group,Content Strategist Intern,"Kiaracondong, Bandung, Jawa Barat, Indonesia",Rp400rb,"Desain Grafis, Public Speaking, Content Strategy",,https://glints.com/id/opportunities/jobs/content-strategist-intern/f645d701-0d9a-400b-9d69-5d1db9429535?utm_referrer=explore
Zgar Bali,Sales Marketing,"Denpasar Timur, Denpasar, Bali, Indonesia",,"Target Oriented, Jujur, teliti, dan rajin, Sales Marketing","Laki-laki, Usia maks.35 Tahun, Wajib pengguna Vape, Mampu bekerja dengan target, Menguasai area penempatan (BALI), Komunikasi yang baik, Jujur, Teliti, dan Bertanggung Jawab, Berpengalaman di Industri Vape atau Rokok lebih disukai, Memiliki kendaraan pribadi & SIM, Full Time",https://glints.com/id/opportunities/jobs/sales-marketing/a709e1fa-a3e8-4a90-a1b7-65e4ae8e0ed8?utm_referrer=explore
Jolly Roger Education,English Tutor,"Tabanan, Tabanan, Bali, Indonesia",,"English Teaching, Good Communication Skills, Good Teaching Skill",,https://glints.com/id/opportunities/jobs/english-tutor/72dc5a4b-a1b9-40fd-8f12-1e2401e65e21?utm_referrer=explore
Jolly Roger Education,English Tutor,"Tabanan, Tabanan, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/english-tutor/757cc924-4bd6-4b3c-b5c0-5d2fada0f91a?utm_referrer=explore
PT.Midtou Bali,Sopir,"Denpasar Timur, Denpasar, Bali, Indonesia",Rp1jt-Rp2jt,"Disiplin Dan Jujur, Memiliki Kemampuan Komunikasi Yang Baik, Mengemudi Dengan Baik","Mengemudikan kendaraan dengan aman dan bertanggung jawab., Mengantarkan karyawan ke tujuan sesuai dengan rute yang ditentukan., Memastikan kondisi kendaraan dalam keadaan baik dan melakukan perawatan rutin., Mematuhi peraturan lalu lintas dan menjaga keamanan selama perjalanan.",https://glints.com/id/opportunities/jobs/sopir/203c2d9c-0fec-405a-96af-d72666f0263a?utm_referrer=explore
Jolly Roger Education,Konsultan Pendidikan,"Tabanan, Tabanan, Bali, Indonesia",,,"Wanita (Max 27 tahun), Memiliki Keterampilan Komunikasi yang baik, Tidak sedang bekerja/ berkuliah",https://glints.com/id/opportunities/jobs/konsultan-pendidikan/aadd04f0-910d-4be9-9712-2dea13947821?utm_referrer=explore
Emas Gemilang Nusantara,Host Live,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",,,"Presenting interesting and entertaining live broadcasts to the audience., Actively interact with your audience via chat and comments., Deliver content clearly and engagingly using good speaking skills., Understand trends and popular topics to attract audience interest., Ensure technical smoothness during live broadcasts., Promote and introduce company products or services to the audience.",https://glints.com/id/opportunities/jobs/host-live/e5fa12ae-0a25-42b5-bcce-7261b5e4e044?utm_referrer=explore
ACE Medical,Tenaga Teknis Kefarmasian Apotek Medici,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",,"KOMUNIKASI , KREATIVITAS , KERJA TIM , ORGANISASI , KEPEMIMPINAN , SOSIAL MEDIA MANAGEMENT, TENAGA TEKNIS KEFARMASIAN, Farmasi",,https://glints.com/id/opportunities/jobs/tenaga-teknis-kefarmasian-apotek-medici/d25b0de0-e065-4d5d-806e-f030a0da7c02?utm_referrer=explore
PT Dimarco Mitra Utama,Sales Counter,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",,"Marketing Communications, Marketing, Publik Speaking","Gaji Pokok, Komisi Penjualan mencapai 10jt, Bonus Penjualan, Tunjangan Hari Raya, Seragam",https://glints.com/id/opportunities/jobs/sales-counter/8504df5b-a123-42fd-8226-2af4e9c3d13b?utm_referrer=explore
Kedai Jus Djadoel,PEGAWAI TOKO,"Denpasar Utara, Denpasar, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/pegawai-toko/798db455-453e-46bf-bfc4-51943a0577c2?utm_referrer=explore
Kedai Jus Djadoel,SOCIAL MEDIA & DESIGN (MAGANG),"Denpasar Utara, Denpasar, Bali, Indonesia",,"Social Media Analytics, Aktif Sosmed, Social Media Strategy",,https://glints.com/id/opportunities/jobs/social-media-and-design-magang/914c68dd-fe1f-4478-af4b-b1d549077b0d?utm_referrer=explore
Samada Group,Head Merchandiser,"Mengwi, Kab. Badung, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/head-merchandiser/f628d966-4c49-451a-a351-afaf30034f9d?utm_referrer=explore
Teman Startup,Assistant Producer,"Pinang, Tangerang, Banten, Indonesia","Rp3,5jt-Rp6jt",,,https://glints.com/id/opportunities/jobs/assistant-producer/8861bd56-efbf-400e-915d-378d19b4fcfc?utm_referrer=explore
Bernofarm Pharmaceutical,Analis QC (D3 Farmasi / Kimia),"Buduran, Kab. Sidoarjo, Jawa Timur, Indonesia",,,"Pendidikan D3 Analis Kimia / Teknik Kimia / Farmasi dan sejenisnya, Keterampilan : Penggunaan Komputer, Pengarsipan dokumen, Preparasi sampel analisa, Komunikatif, bisa bekerja sama dalam tim, teliti, Jujur dan berintegritas, Bersedia bekerja dalam sistem shift, Bersedia ditempatkan di Sidoarjo, Jawa Timur",https://glints.com/id/opportunities/jobs/analis-qc-d3-farmasi-kimia/f42426c2-3343-4116-9e11-5a1e418a2dd2?utm_referrer=explore
Cv Dif Indonesia,Fullstack Developer,"Lengkong, Bandung, Jawa Barat, Indonesia",,,,https://glints.com/id/opportunities/jobs/fullstack-developer/cd08430b-212d-4496-8b0c-9a69a20b34b2?utm_referrer=explore
Emas Gemilang Nusantara,Host Live,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",,,"Presenting interesting and entertaining live broadcasts to the audience., Actively interact with your audience via chat and comments., Deliver content clearly and engagingly using good speaking skills., Understand trends and popular topics to attract audience interest., Ensure technical smoothness during live broadcasts., Promote and introduce company products or services to the audience.",https://glints.com/id/opportunities/jobs/host-live/e5fa12ae-0a25-42b5-bcce-7261b5e4e044?utm_referrer=explore
Bali Pro Agency,Mice Manager,"Kuta, Kab. Badung, Bali, Indonesia",,,"assist clients in planning, contracting, organizing, and executing various events, developing the design property events and its promotion, evaluating the effectiveness of all design contents and programs, including videos, images in all various platforms into an excellent final design, open for new ideas and has a growth mindset, Agreed to work in shift system",https://glints.com/id/opportunities/jobs/mice-manager/d56b4a42-0be2-4145-a21f-9dd6b2104e46?utm_referrer=explore
JAENS SPA,Store keeper,"Ubud, Kab. Gianyar, Bali, Indonesia",Rp3jt-Rp5jt,,,https://glints.com/id/opportunities/jobs/store-keeper/dbcbfae7-b263-4de9-9820-03c31cfc3d85?utm_referrer=explore
Omnifit,Teknik Elektromedik (Atem),"Cakung, Jakarta Timur, DKI Jakarta, Indonesia",,,"Kualifikasi:, Pendidikan minimal D3 Elektromedik, Memiliki STR aktif, Memiliki pengalaman di posisi yang sama minimal 2 tahun, Memiliki pengalaman di industri Klinik/Rumah Sakit lebih disukai, Menguasai alat-alat kesehatan dan laboratorium, Jujur, teliti, responsif dan bertanggung jawab, Mampu bekerja secara individu dan berkerjasama dengan tim, Penempatan Ciputra World 1 Jakarta, Jakarta Selatan",https://glints.com/id/opportunities/jobs/teknik-elektromedik-atem/0c6d0f5c-1b1f-4ee0-ac07-28cb102b54e4?utm_referrer=explore
Emas Gemilang Nusantara,Desainer 3D,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",,,"Wajib menguasai Matrix Gold (3D Jewelry Design Software), Menguasai basic software desain 2D (corel, photoshop, lightroom), Male/Female, Usia maks 28, Minimal SMK/sederajat, Kreatif, jujur, detail, dapat menerima saran",https://glints.com/id/opportunities/jobs/desainer-3d/e0402fc2-f05b-4165-bed5-8aa641156916?utm_referrer=explore
Pt Sanidata Indonesia,Supervisor Alat Kesehatan,"Denpasar Barat, Denpasar, Bali, Indonesia",,"Sales and Marketing, Direct Sales, B2b Sales",,https://glints.com/id/opportunities/jobs/supervisor-alat-kesehatan/cae1d542-1f2b-4b8c-8bef-5e87a5641f5c?utm_referrer=explore
Pt Tns Raksasa Indonesia,Content Creator & Host Live Streaming,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Rp4jt-Rp5jt,"Work Under Pressure, Target Oriented, Host Live, Content Writing, Persuasive Selling, Content Creator, Social Media, Handle Social Media, host live streaming, Siap Bekerja Dengan Target, Good Communication Skills, Content Marketing, Content Strategy","Disediakan mess karyawan (Free)., Tidak perlu memiliki pengalaman kerja (freshgraduate dapat melamar)., Memperoleh bonus komisi (bila target penjualan tercapai)., Lingkungan kerja yang nyaman.",https://glints.com/id/opportunities/jobs/content-creator-and-host-live-streaming/9e64cc56-412d-43be-9077-e2fda275e5fc?utm_referrer=explore
"PT. Millennium Pharmacon International, Tbk",Junior Programmer dan Data Analysis ( Non Oracle ),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",,,"knowledge and experience in data integration using REST API and SOAP, knowledge and skills of programming framework min. Laravel, CodeIgniter, knowledge and expertise in programming languages min. PHP, JavaScript, HTML5, and CSS3, ReactJS and skills of database min. Mysql, Postgre, mangoDB, Sql Server, Menguasai Software Ms Office bundle, Operating System, Server OS, Menguasai pembuatan Dashboard Analytic",https://glints.com/id/opportunities/jobs/junior-programmer-dan-data-analysis-non-oracle/4620aed9-9145-4d53-afbb-abc7d61393cc?utm_referrer=explore
PT Combine Digital Technologies,Graphic Designer,"Bekasi Selatan, Bekasi, Jawa Barat, Indonesia",,"UI/UX Design, Figma, Graphic Design, Adobe Illustrator, Adobe After Effects, Adobe Photoshop","Mahir dalam membuat desain grafis baik menggunakan komputer maupun buatan tangan, Mahir menggunakan peralatan yang diperlukan berupa hardware ataupun software, Dapat membuat beraneka macam desain seperti logo, icon, ilustrasi, banner, poster, konten gambar sosial media, dan lainnya., Mahir menggunakan Figma menjadi nilai tambah, Memiliki pengalaman dalam mendesain UIUX website atau aplikasi lebih disukai, Memiliki kemampuan Copywriting yang baik akan lebih disukai",https://glints.com/id/opportunities/jobs/graphic-designer/1ebe8f5f-8cdc-437d-888f-236cbbf89f9d?utm_referrer=explore
