Company,Job_title,Location,Salary,Skill,Job_Desc,Links
Tropical Group Bali,Steward,"Kuta, Badung, Bali, Indonesia",,"STEWARD, Steward, steward","Berpengalaman dibidangnya, Jujur dan bertanggungjawab",https://glints.com/id/opportunities/jobs/steward/fd05afbe-e83c-4fdd-8f40-1d16061ce1f9?utm_referrer=explore
Mie JCN,Karyawan Jaga,"Gresik, Gresik, Jawa Timur, Indonesia",,"Kitchen Staff, Memasak, Multitasking","Usia maksimal 35th, Jujur & niat untuk bekerja, Memiliki keahlian memasak, Bisa bekerja dri jam 12 siang - 9 Malam, Pekerja keras, teliti, Domisili dekat dengan tempat kerja juga disediakan tempat tidur jika pelamar dari luar kota, Lokasi Rungkut, Wonorejo Utara.",https://glints.com/id/opportunities/jobs/karyawan-jaga/32854eaa-5621-4a7b-a90e-6b31ab2dfeb8?utm_referrer=explore
PT SHISHA SUKA BALI,Kasir,"Kuta, Badung, Bali, Indonesia","Rp3,1jt",,"Menerima pembayaran dari pelanggan dengan akurat dan efisien., Menghitung kembali uang tunai untuk memastikan kesesuaiannya dengan total transaksi., Menyediakan informasi produk, harga, dan promosi kepada pelanggan., Menangani pertanyaan dan keluhan pelanggan dengan sopan dan profesional., Mengelola transaksi non-tunai seperti pembayaran dengan kartu kredit atau sistem pembayaran elektronik., Menghasilkan laporan keuangan harian dan melakukan rekonsiliasi kas",https://glints.com/id/opportunities/jobs/kasir/67009c41-e099-4e6f-a26b-6d11950e60d1?utm_referrer=explore
Mie JCN,Karyawan Jaga,"Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",,"Kitchen Staff, Memasak, Multitasking","Usia maksimal 35th, Jujur & niat untuk bekerja, Memiliki keahlian memasak, Bisa bekerja dri jam 12 siang - 9 Malam, Pekerja keras, teliti, Domisili dekat dengan tempat kerja juga disediakan tempat tidur jika pelamar dari luar kota, Lokasi Rungkut, Wonorejo Utara.",https://glints.com/id/opportunities/jobs/karyawan-jaga/1a913ce4-d30f-49f3-bf25-47668423c43e?utm_referrer=explore
Mie JCN,Karyawan Jaga,"Rungkut, Surabaya, Jawa Timur, Indonesia",,,"Usia maksimal 35th, Jujur & niat untuk bekerja, Memiliki keahlian memasak, Bisa bekerja dri jam 12 siang - 9 Malam, Pekerja keras, teliti, Domisili dekat dengan tempat kerja juga disediakan tempat tidur jika pelamar dari luar kota, Lokasi Rungkut, Wonorejo Utara.",https://glints.com/id/opportunities/jobs/karyawan-jaga/cbd7aeb6-121d-47d8-b6fc-4854f60b4e11?utm_referrer=explore
Tropical Group Bali,DW Waiter/Waitress,"Kuta, Badung, Bali, Indonesia",,"Waiter / Waitress, Waitress, Waiter","Berpengalaman dibidangnya, Jujur dan bertanggungjawab",https://glints.com/id/opportunities/jobs/dw-waiter-waitress/4d648f3c-8a6d-4f9b-a576-9d62fe597a74?utm_referrer=explore
Tropical Group Bali,DW Cook/Commis,"Kuta, Badung, Bali, Indonesia",,"DW Cook, Good cooking skills, Cooking","Berpengalaman dibidangnya, Jujur dan bertanggungjawab",https://glints.com/id/opportunities/jobs/dw-cook-commis/a9b873f8-c569-46d0-a516-a2d4a38b344b?utm_referrer=explore
Elite Kid Course,Guru Full Time,"Denpasar Barat, Denpasar, Bali, Indonesia",,,"Pria/Wanita usia 20-25 tahu, Pendidikan minimal S1 atau sedang menempuh kuliah di jurusan (pendidikan bahasa inggris/sastra inggris), Memiliki pengalaman mengajar lebih disukai, Suka dengan anak-anak, Memiliki kendaraan pribadi",https://glints.com/id/opportunities/jobs/guru-full-time/ceabf859-d833-4738-bf35-1f18a5d620f9?utm_referrer=explore
Elite Kid Course,Guru Part Time,"Denpasar Barat, Denpasar, Bali, Indonesia",,,"Pria/Wanita usia 20-25 tahu, Pendidikan minimal S1 atau sedang menempuh kuliah di jurusan (pendidikan bahasa inggris/sastra inggris), Memiliki pengalaman mengajar lebih disukai, Suka dengan anak-anak, Memiliki kendaraan pribadi, Jam kerja senin-sabtu (08.00 - 14.00)",https://glints.com/id/opportunities/jobs/guru-part-time/2870177c-ad3d-4d70-8cb4-583ddfe25fb2?utm_referrer=explore
PT Alton Yogantara Perkasa,Helper Catering,"Cikarang Timur, Bekasi, Jawa Barat, Indonesia",Rp2jt,,"Mengemudikan kendaraan dengan aman dan bertanggung jawab., Mengantarkan barang  ke tujuan sesuai dengan rute yang ditentukan., .Membantu Menyiapkan Bahan Masak dan Makanan untuk dikirim ke client, Membersihkan peralatan.",https://glints.com/id/opportunities/jobs/helper-catering/e3eedd5e-779e-4ba8-89c9-1bedaabb8491?utm_referrer=explore
Dapoer Makmur,Live Streamer,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",,"Kreatif, Berkomunikasi Dengan Baik, Streamer, Basic Photo/video Editing","Memiliki komunikasi yang baik untuk menjelaskan sebuah produk, Memiliki jiwa kreatif dan aktif mengikuti trend di sosial media, Dapat menggunakan program editing gambar dan video, Berdomisili di daerah Cengakreng atau Jakarta Barat",https://glints.com/id/opportunities/jobs/live-streamer/add5a4c3-09dd-4520-ad18-bca3ba5c56a3?utm_referrer=explore
Dapoer Makmur,Content Creator,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",,,"Pria/Wanita usia max. 25 tahun, Fresh graduate (Pendidikan min. S1 DKV/Komunikasi), Dapat menggunakan aplikasi graphic design (photoshop/illustrator) dan dapat mengedit video, Kreatif, inisiatif, komunikasi baik, percaya diri, Diutamakan berdomisili di daerah Cengkareng/Jakarta Barat, Memiliki kendaraan pribadi",https://glints.com/id/opportunities/jobs/content-creator/b3396c1a-cbed-46af-8ebd-78356fe4ea11?utm_referrer=explore
PT Salesworks Group Indonesia,Sales Development Program,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/sales-development-program/102b0cf4-94a5-469b-88e0-9835bc9ea5e3?utm_referrer=explore
Mazaya Cleaning,Sales Marketing Specialist,"Jagakarsa, Jakarta Selatan, DKI Jakarta, Indonesia",,,"Jujur, amanah, Wanita, 25 tahun, Mampu menyusun srategi penjualan, Aktif menentukan target customer, Mengenal dan aktif di sosial media, Mampu merekap data hasil penjualan, Gaji pokok dan intensif, Penempatan di Kalibata Selatan",https://glints.com/id/opportunities/jobs/sales-marketing-specialist/9e5946cc-3e48-4090-9689-57b64c0aa14a?utm_referrer=explore
Barn n Bunk,Staff Dapur,"Gianyar, Gianyar, Bali, Indonesia",,"Kitchen Staff, Good Communication Skills, Cooking",,https://glints.com/id/opportunities/jobs/staff-dapur/584d0356-83d0-4113-86b7-2e383518cb11?utm_referrer=explore
Barn n Bunk,Pramusaji,"Ubud, Gianyar, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/pramusaji/87b28251-0f47-4847-8b20-27e420101efb?utm_referrer=explore
Barn n Bunk,Server,"Ubud, Gianyar, Bali, Indonesia",,,,https://glints.com/id/opportunities/jobs/server/85edeab7-304d-4175-8305-a4c1279c68b3?utm_referrer=explore
Barn n Bunk,Runner,"Ubud, Gianyar, Bali, Indonesia",,"Jujur Dan Pekerja Keras, pramusaji/waitress, Good Communication Skills, Runner",,https://glints.com/id/opportunities/jobs/runner/bfbcfc0e-b078-4ef7-9635-a81cda867ca6?utm_referrer=explore
MainBulutangkis,Staff Toko Olahraga,"Benda, Tangerang, Banten, Indonesia",,"Komunikatif, Rajin Dan Ulet, Mengoprasikan Komputer","Usia maksimal 26 tahun, Bersedia bekerja di weekend dan tanggal merah, Mampu berkomunikasi dengan baik, Bisa mengoperasikan komputer\laptop\tab, Berpengalaman dalam olahraga bulutangkis akan menjadi nilai plus ( diutamakan memiliki skill pasang senar raket), Cepat beradaptasi, Sehat jasmani dan rohani, Rajin,cekatan,dan jujur, Berdomisili dekat dengan tempat kerja, Bersedia ditempatkan di Duta Garden, Jurumudi, Tangerang",https://glints.com/id/opportunities/jobs/staff-toko-olahraga/352bbbea-e6a3-4092-8691-db79d97fe764?utm_referrer=explore
PT. MY Robin Teknologi Indonesia (Bali),Sales Promotor,"Gubeng, Surabaya, Jawa Timur, Indonesia",,"Penjualan Dan Pemasaran, Komunikatif, Marketing, Memiliki Kemampuan Komunikasi Yang Baik, Aktif Dan Inisiatif","Menginfokan customer tentang produk cicilan di outlet/toko, Menawarkan customer untuk bertransaksi menggunakan aplikasi cicilan di outlet/toko",https://glints.com/id/opportunities/jobs/sales-promotor/c3602e8d-fc27-4ce0-bc5f-a4cb78afbe1e?utm_referrer=explore
PT MANUSIA MASA DEPAN (AI:CONIC),INTERN GRAPHIC DESIGNER/SOCIAL MEDIA DESIGNER,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",,,"Membuat visual content AI:CONIC (dan atau brand) yang akan di-distribusikan ke seluruh channel sosial media (organic & paid), Output visual dapat berupa KV, foto, infografis, meme, GIF dan aset visual lainnya, Research terkait trend dan best practices content untuk menentukan cara efektif untuk reach audience yang diinginkan, Bersedia mengedit content berbentuk video (Reels, Tiktok atau Shorts) jika dibutuhkan, Mengembangkan dan melaksanakan strategi social media marketing sesuai dengan timeline",https://glints.com/id/opportunities/jobs/intern-graphic-designer-social-media-designer/fe5c445d-0cd5-4dc5-a283-2f6f257d9f95?utm_referrer=explore
Pt. Vic Indonesia,Sales Relationship Officer,"Gubeng, Surabaya, Jawa Timur, Indonesia",,,"Got trainings related to product knowledge., Keep records of student inquiries., Handling end-to-end consulting needs related to English courses with students and parents., Build and maintain good relationships with schools., Attend education fairs and events.",https://glints.com/id/opportunities/jobs/sales-relationship-officer/ab271362-386d-46c4-b972-303d2343dc60?utm_referrer=explore
BALITAKITA,Sales Promotion Girl,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia",,,"Wanita-Usia Maks 35 Tahun, Pendidikan Min. SMU/ SMK, Fresh Graduate welcome, Memiliki HP Android, Good attitude, Good Communication & Good Selling, Disiplin & Bertanggung jawab, Inisiatif & Fast-Respond, Penempatan di Baby Shop",https://glints.com/id/opportunities/jobs/sales-promotion-girl/fffb3e11-7e8b-4384-9754-ac12336ea5fa?utm_referrer=explore
Secana Beachtown Bali,Gardener & Tukang Kebun,"Kuta, Badung, Bali, Indonesia","Rp3jt-Rp3,2jt",,,https://glints.com/id/opportunities/jobs/gardener-and-tukang-kebun/a92edc2d-5498-4a7b-a2a7-78b9330c194d?utm_referrer=explore
PT Cool Vision Indonesia,Host live streaming,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Rp3jt-Rp10jt,,,https://glints.com/id/opportunities/jobs/host-live-streaming/9cffb2ab-3195-4cd2-9e88-c9e9bd79a08b?utm_referrer=explore
Pt Via Pulsa Global Indonesia,Finance Supervisor,"Kapanewon Ngaglik, Sleman, DI Yogyakarta, Indonesia",,"Corporate Finance, Finance Accounting, Finance","Memastikan operasional perusahaan berjalan dengan baik melalui pengelolaan keuangan., Membuat time schedule pembayaran tagihan perusahaan., Membuat time schedule penagihan/pemotongan piutang karyawan., Mengelola kegiatan penerimaan dan pencatatan uang pembayaran dari pelanggan (sales) secara tertib dan akurat., Mengelola kegiatan pembayaran pada pelanggan (convert) agar pembayaran tepat waktu dan akurat., Mengelola kegiatan pencatatan semua transaksi keuangan secara akurat dan tepat waktu., Mengelola penggunaan dan pencatatan kas perusahaan secara cermat dan profesional., Mengelola kegiatan pembayaran aneka tagihan supplier dan melakukan pencatatannya secara cermat dan akurat., Mengelola kegiatan pembayaran gaji,  asuransi dan kebutuhan internal lainnya serta melakukan pencatatannya secara cermat dan akurat., Mengevaluasi hasil pelaksanaan rencana dan program., pengumpulan data untuk WRM.",https://glints.com/id/opportunities/jobs/finance-supervisor/ecca878f-4e6a-4b05-8cfd-391af8f76626?utm_referrer=explore
Sumberdaya Andalan Mandiri,Sales Generalis Bank BUMN,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia","Rp4,5jt-Rp5jt","Marketing, Sales and Marketing, Direct Sales, Sales, B2b Sales, Sales Marketing","Pria/Wanita, Usia Maksimal 33 tahun, Pendidikan minimal D3, Berpengalaman di Bidang Sales/Marketing, Mempunyai kendaraan bermotor dan SIM, Berperilaku dan penampilan baik serta berdomisili di Jabodetabek",https://glints.com/id/opportunities/jobs/sales-generalis-bank-bumn/80225828-9d7b-4bf4-880c-ecdab3000b64?utm_referrer=explore
Ikonsultan Inovatama,Java Software Engineer,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Rp10jt-Rp25jt,,"Proficiency in Java programming., Strong knowledge of the Spring Framework, particularly Spring Boot for building microservices., Understand the principles and best practices of microservices architecture., Experience in designing and developing microservices., Be adept at creating RESTful APIs using Spring Boot., Familiarity with containerization technologies like Docker., Experience with container orchestration platforms such as Kubernetes., Knowledge of various database systems, both relational and NoSQL., Expertise in data modeling for microservices., Understanding of API gateways, Familiarity with service discovery tools like Eureka or Consul., Experience with message brokers like Apache Kafka or RabbitMQ., Knowledge of event-driven architecture patterns., Proficiency in securing microservices, including authentication and authorization., Knowledge of OAuth, JWT, and SSL/TLS., Experience with Continuous Integration and Continuous Deployment (CI/CD) pipelines., Familiarity with tools like Jenkins, Travis CI, or GitLab CI/CD., Unit testing, integration testing, and end-to-end testing using tools like JUnit and Postman., Basic knowledge of DevOps practices, including infrastructure as code (IaC)., Understanding of cloud platforms like AWS, Azure, or Google Cloud., Proficiency with monitoring tools like Prometheus, Grafana, or ELK stack (Elasticsearch, Logstash, Kibana)., Experience in application performance monitoring., Strong documentation skills for maintaining code and system documentation., Familiarity with version control systems like Git., Strong problem-solving skills., Good communication and collaboration skills for working in a team., An understanding of agile methodologies., Depending on the industry you work in, domain-specific knowledge can be crucial. For example, financial services, healthcare, e-commerce, etc., Knowledge of techniques for optimizing the performance and scalability of microservices., Implementing mechanisms to make microservices fault-tolerant and resilient., Keeping up-to-date with security best practices to protect microservices against vulnerabilities., The field of microservices is constantly evolving. A willingness to learn and adapt to new technologies and best practices is crucial.",https://glints.com/id/opportunities/jobs/java-software-engineer/57435a79-8b8f-4ea4-bad6-9a172578fb82?utm_referrer=explore
PT Istana Surya Perkasa,Sales Executive,"Sawahan, Surabaya, Jawa Timur, Indonesia",,,"Laki- Laki, maksimal 38 tahun, Pendidikan minimal SMA/SMK/D1 (Teknik Mesin diutamakan), Pengalaman minimal 2 tahun di bidang yang sama, Kemampuan komunikasi dan negosiasi yang baik, Memahami penjualan mesin, sparepart dan dinami, Pengetahuan tentang administrasi sales  teknologi informasi diperlukan, Bersedia dinas luar kota dan pulau, Diutamakan menguasai wilayah Indonesia Barat ( JABAR, DKI, BANTEN, & SUMATERA), Penempatan Surabaya",https://glints.com/id/opportunities/jobs/sales-executive/f142a78e-98ce-4e61-b418-e00c746bd662?utm_referrer=explore
PT. Eversaas Power Technology,Presales System Engineer,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Rp6jt-Rp10jt,"PreSales/Technical Support, English Speaking, ERP Software, Software Presales, English Language, Presales, Presales Engineer, Presales support, Driving License, Fluent In English Both Oral And Written, Good Communication Skills, Cloud Computing","Pria Usia min. 25 tahun, Pendidikan min. D3 / S1 Jurusan Telekomunikasi atau Komputer, Pengalaman minimal 2 tahun sebagai sales IT, Komputer, Internet, telekomunikasi dan sejenisnya, (Diutamakan yang pernah bekerja di bidang ISP / ERP/ SOFTWARE/ security), Jujur, pekerja keras dan dapat bekerja sama dengan Team, Fasih dalam menggunakan Ms Office dan bidang IT, Memiliki kendaraan bermotor, Lokasi Penempatan di Jakarta Barat",https://glints.com/id/opportunities/jobs/presales-system-engineer/782b0292-4a8b-4eab-81a3-435c13cd85b4?utm_referrer=explore
Cuts and Beyond,Hair Stylist/Salon,"Cisauk, Tangerang, Banten, Indonesia","Rp2,8jt",,,https://glints.com/id/opportunities/jobs/hair-stylist-salon/a042b65f-027d-4687-bd78-43ccc2089404?utm_referrer=explore
MII CMT Indonesia,Fashion Designer,"Karawaci, Tangerang, Banten, Indonesia",,"Trend Forecasting, Pattern Making, Fashion Styling","Memiliki pengalaman sebagai Fashion Designer perusahaan garment, khususnya di garment ready to wear, mengerti alur proses produksi lebih disukai., Mampu mengoperasikan program komputer design seperti coreldraw, photoshop atau illustrator, bisa menggambar menggunakan pad / digital drawing., Update dengan trend lokal dan international dan mengerti cara mengaplikasikannya ke dalam produk., Terlibat dalam proses pembuatan prototipe, fitting sample, dan memastikan product ready to produce, Melakukan pre-costing, Memperhatikan detail dan kualitas, pastikan produk jadi memenuhi standar perusahaan, Mengerti basic jahit dan pembuatan pola pakaian akan diutamakan",https://glints.com/id/opportunities/jobs/fashion-designer/ec2194be-7f91-4d43-ab5f-2ca4c4b920e7?utm_referrer=explore
Hijab Syandana,Social Media Specialist,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia","Rp2,5jt-Rp4jt",,"Menyediakan produk berkualitas dengan style basic & simple, Memberi kemudahan akses untuk mendapatkan produk dengan jaringan pemasaran yang luas di indonesia, Memberi pelayanan terbaik bagi pelanggan dan mitra, Melakukan inovasi produk",https://glints.com/id/opportunities/jobs/social-media-specialist/f605861b-ebb1-464a-bd95-3e37afeab8c4?utm_referrer=explore
Oakberry Indonesia,Açaí Bowl Maker and Customer Service,"Kuta, Badung, Bali, Indonesia","Rp3,5jt-Rp4,5jt",,,https://glints.com/id/opportunities/jobs/acai-bowl-maker-and-customer-service/61155f10-a046-4362-8764-835dc64c5171?utm_referrer=explore
Indonesia Global Solusindo,RPA Software Developer (UIPATH),"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/rpa-software-developer-uipath/02e00d3f-9354-44ae-ab83-c14924ef3419?utm_referrer=explore
Sasmita Property,Sales Executive Property,"Bogor Barat, Bogor, Jawa Barat, Indonesia",,"Marketing Promotion, Customer Service, Marketing, Sales Management, Sales, Sales Marketing",,https://glints.com/id/opportunities/jobs/sales-executive-property/3ee9d842-c525-4b72-b314-45c3b5163247?utm_referrer=explore
Jogja Tama,Copywriter,"Kapanewon Mlati, Sleman, DI Yogyakarta, Indonesia",,"Insight, Article Writing, Copywriting","Maks umur 30 tahun, Minimal pendidikan diploma, Memiliki laptop pribadi, Menguasai Ms. Office, Familiar dalam penulisan caption atau artikel, Memahami SEO development, Update terkait pengembangan dan memahami insight sosial media (instagram, tiktok, facebook, dll), Melakukan penjadwalan konten menggunakan tools, Melakukan analisa dan mencatat engagement setiap konten yang telah diposting, Memiliki pengalaman lebih disukai, Mampu bekerja dalam tim dan komunikatif, Berdomisili dan memiliki KTP DIY (lebih diutamakan)",https://glints.com/id/opportunities/jobs/copywriter/47d09582-53d4-4617-82cc-67e9f3ab6613?utm_referrer=explore
RADIANCE ASAHI MAS,Content Creator Kecantikkan,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Rp3jt-Rp7jt,"Content Writing, Content Creation, Content Management, Content Tiktok, Content Marketing, Content Strategy",,https://glints.com/id/opportunities/jobs/content-creator-kecantikkan/9ad3aa30-51cf-4c59-a559-8a26632353cf?utm_referrer=explore
PT Lionel Jaya Logistic,Content Creator (Host & Talent),"Benda, Tangerang, Banten, Indonesia","Rp5jt-Rp6,5jt",,"Wanita, usia maksimal 27 tahun, Pendidikan min SMA / Sederajat, Tinggi badan min 160 cm / BB ideal, Aktif di media sosial (IG, Tiktok), Memiliki pengalaman sebagai host / content creator, Memiliki komunikasi yang baik & percaya diri, Berani berpenampilan menarik, Mampu mengoperasikan software / aplikasi editing foto & video",https://glints.com/id/opportunities/jobs/content-creator-host-and-talent/8e657dc3-cc31-459d-af01-bb946dcfdae5?utm_referrer=explore
Bikinidcard,SEO WEBSITE (Kusus Domisili Jogja Bantul ),"Kapanewon Sewon, Bantul, DI Yogyakarta, Indonesia","Rp1,8jt-Rp2jt",,"Mengoptimasi ranking SEO website, Optimasi On dan Off Page, Riset keyword, Backlink, Bikin artikel",https://glints.com/id/opportunities/jobs/seo-website-kusus-domisili-jogja-bantul/69f6e989-99d5-4c8b-b4ab-950697e595de?utm_referrer=explore
Pt Pohon Mas Sejahtera,IT Support,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia","Rp3,5jt-Rp5jt","CONTENT MEDIA SOCIAL SPECIALIST, Software Engineering, Hardware Troubleshooting",,https://glints.com/id/opportunities/jobs/it-support/3ebcbf63-e1a9-40b6-b548-969fca4a32d2?utm_referrer=explore
PT Amanah Amarta,Management Trainee,"Rungkut, Surabaya, Jawa Timur, Indonesia","Rp3,3jt-Rp4,5jt",,"Pendidikan min. D3 Teknik Mesin/Teknik Elektro, Terbuka untuk Fresh Graduate, Memiliki kemampuan analitis yang kuat, pemecahan masalah, memiliki jiwa kepemimpinan & kemampuan komunikasi baik, Memiliki pengalaman aktif dalam kegiatan organisasi lebih disukai, Siap ditugaskan di Surabaya",https://glints.com/id/opportunities/jobs/management-trainee/e9a1d302-e9ea-4288-9302-b6c2364f783e?utm_referrer=explore
PT Cyber Futures Jakarta,Manager,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Rp6jt-Rp10jt,"Interpersonal Skills, Self Confidence & Control, Leadership, Good Communication Skills","Melakukan perencanaan, pengembangan, implementasi, dan pelaksanaan rencana pemasaran strategis, Memimpin tim Telemarketing dan Business Consultant, Mengidentifikasi masalah yang dihadapi Nasabah dan mencari peluang, Ikut Andil Membantu merekrut team Telemarketing dan Business Consultant, Menjaga hubungan baik dengan nasabah",https://glints.com/id/opportunities/jobs/manager/13ea51d8-aef4-42bd-ac0a-674efeb211ea?utm_referrer=explore
MICPURA PRINTING,ADMIN DESIGN PERCETAKAN,"Pondok Gede, Bekasi, Jawa Barat, Indonesia","Rp2,3jt-Rp3,5jt",,"LAKI - LAKI, Lulusan SMA/SMK/Sederajat, Maks. 27 Tahun, Belum Menikah ( Syarat Utama ), Sehat Jasmani & Rohani",https://glints.com/id/opportunities/jobs/admin-design-percetakan/fd3f6329-5de2-4ad1-bdf3-2601ff8a14eb?utm_referrer=explore
PT VPlus Platinum 8 Indonesia,Business Development,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",,"Marketing, Social Media Marketing, Females Should Be At Least 158cm And Males Should Be At Least 165cm, Non Hijab, Sales",,https://glints.com/id/opportunities/jobs/business-development/e764cc06-5ff5-424c-8a24-ec4215acf99a?utm_referrer=explore
Pt. Trawlbens Teknologi Anak Indonesia,Craetive Design Internship,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Rp800rb-Rp2jt,,,https://glints.com/id/opportunities/jobs/craetive-design-internship/37324f27-92f0-4401-a6f7-9db1318efa14?utm_referrer=explore
PT INTI SURYA LABORATORIUM,Laboran,"Cisauk, Tangerang, Banten, Indonesia",,"Komunikatif, Detailed Oriented, Teliti Dan Cekatan","Mempersiapkan alat laboratorium, Membersihkan alat laboratorium, Menjaga kebersihan di laboratorium",https://glints.com/id/opportunities/jobs/laboran/598a63b2-53e9-438d-b25d-31fb8d02849f?utm_referrer=explore
PT INTI SURYA LABORATORIUM,Admin,"Cisauk, Tangerang, Banten, Indonesia",,"Ms Word & Ms Excel, Detailed Oriented, Excel (Pivot Table/VLookup/What if etc)","Mengelola dokumen perkantoran, Melakukan penginputan data, Membuat perekapan data, Membuat laporan secara berkala",https://glints.com/id/opportunities/jobs/admin/81dce0ee-54cb-48b1-a9a2-26af522c0e68?utm_referrer=explore
PT INTI SURYA LABORATORIUM,Sampler,"Cisauk, Tangerang, Banten, Indonesia","Rp2,5jt",,,https://glints.com/id/opportunities/jobs/sampler/2cac6fdd-83a7-46cc-9a5e-6e9602023788?utm_referrer=explore
PT INTI SURYA LABORATORIUM,Sales,"Cisauk, Tangerang, Banten, Indonesia",,"Berorientasi Pada Target, Kemampuan Negosiasi, Memiliki Kemampuan Komunikasi Yang Baik",,https://glints.com/id/opportunities/jobs/sales/2f5c602e-16cf-4324-90f7-9d5423850139?utm_referrer=explore
Harian Disway,Marketing Executive and Event,"Sukolilo, Surabaya, Jawa Timur, Indonesia",,"Komunikatif, Negoisasi Yang Baik, Event Management",,https://glints.com/id/opportunities/jobs/marketing-executive-and-event/717831a0-1661-4a15-ada7-cbdbc27f88bf?utm_referrer=explore
Penta Natural Kosmetindo,Intern E - Commerce,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",,"Microsoft Excel, Attention To Detail, Administration",,https://glints.com/id/opportunities/jobs/intern-e-commerce/b40c4fa4-96a1-4373-8fdd-8e95d5cbb72b?utm_referrer=explore
Una Brands,Digital Ads Intern,"Cipayung, Jakarta Timur, DKI Jakarta, Indonesia",,,"Mengidentifikasi masalah atau peluang yang bisa diselesaikan menggunakan digital ads, Menganalisa performa ad campaign sebelumnya dan memberikan saran untuk keputusan action plan berdasarkan data, Membantu merencanakan ad campaign di Facebook Ads dan TikTok Ads secara detail mulai dari konsep, ad copy, ad creative, measurement plan, dan KPI, Menyiapkan brief iklan untuk creative design agar produksi iklan berjalan sesuai rencana konsep dan timeline, Bereksperimen dengan kreatif, targeting, platform, placement, copywriting, topik baru dengan melakukan A/B testing dalam rangka mengoptimasi kampanye",https://glints.com/id/opportunities/jobs/digital-ads-intern/0071eeac-889f-4b7f-8451-096b9973f78e?utm_referrer=explore
PT. Cipta Krida Bahari,Health Safety Environment (HSE Internship),"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",,"Microsoft Excel, Microsoft Visio, Communication",,https://glints.com/id/opportunities/jobs/health-safety-environment-hse-internship/425065b8-f46c-409e-bf73-27b11682f2cc?utm_referrer=explore
PT. Sinergi Adhikarya Semesta,Human Resource Staff,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",,,"Perempuan., Maksimal 30 tahun., Pendidikan 51 jurusan Psikologi,, Pengalaman minimal 1 tahun (Terbuka untuk lulusan baru)., Diutamakan yang memiliki pengalaman di perusahaan outsourcing atau head hunter. Memiliki pengalaman dalam menangani proses rekrutmen dari awal sampai akhir (posting lowongan, screening, scroring)., Memiliki komunikasi & Interpersonal skill yang baik., Memiliki sikap yang baik, pekerja keras dan mampu bekerja dibawah tekanan",https://glints.com/id/opportunities/jobs/human-resource-staff/90a99f2e-937d-4811-9fbd-546c4f079735?utm_referrer=explore
Persekutuan Prime Consult,Junior Tax Consultant,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",,,"As a Junior Tax Consultant you will have a chance to learn about taxation in Indonesia and learn as you do it on the job., Manage the tasks given with guidance from the seniors and supervisors.",https://glints.com/id/opportunities/jobs/junior-tax-consultant/5a3a3132-af42-46de-b436-b9698f751d4a?utm_referrer=explore
Amazink People Group,Teknisi Printer,"Mantrijeron, Yogyakarta, DI Yogyakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/teknisi-printer/c07f9859-1389-4dbb-a4ec-3269bfce66a1?utm_referrer=explore
PT. Artha Kreasi Utama,KURIR RIDER dan DRIVER SUKABUMI,"Parung Kuda, Sukabumi, Jawa Barat, Indonesia",Rp100rb-Rp105rb,"Memiliki Sim A Dan Sim C, Punya Kendaraan Pribadi, KTP",,https://glints.com/id/opportunities/jobs/kurir-rider-dan-driver-sukabumi/9a5d1725-1344-45a4-a514-1d4404e2598d?utm_referrer=explore
PT YAIJ Solusi Internasional,Admin Admission,"Jagakarsa, Jakarta Selatan, DKI Jakarta, Indonesia",,"Good Communication Skills, Bahasa Inggris & Bahasa Jerman, Administration",,https://glints.com/id/opportunities/jobs/admin-admission/963c8bef-66a1-4b0c-a092-ba5d52eb5821?utm_referrer=explore
PT. Artha Kreasi Utama,KURIR RIDER dan DRIVER KARAWANG,"Talagasari, Karawang, Jawa Barat, Indonesia",Rp100rb-Rp105rb,,,https://glints.com/id/opportunities/jobs/kurir-rider-dan-driver-karawang/94054b9e-dea9-45b7-ba5d-a1db6da6dfe8?utm_referrer=explore
