id,Job_title,Company,Category,Location,Work_type,Working_type,Salary,Experience,Skills,Study_requirement,Desc,Link,Link_img
gl0,Developer (Power BI),Pt Dua Empat Tujuh,Power BI,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,3 – 5 tahun,"PL/SQL, Hadoop, Power BI",Sarjana (S1),"Mampu melakukan pemrogramman sesuai dengan spec dan target yang diberikan analyst, Menguasai basic knowledge (sql query, pl/sql, Hadoop, Java, shell script), Mempunyai inisiatif untuk mengembangkan kemampuan pemrograman, Memberikan arahan teknis dan konsultasi kepada developer, Dapat melakukan riset untuk teknologi baru dan menuliskan hasilnya didalam dokumen, Memberikan saran/usulan/analisa terhadap design System Analyst, Mempunyai kemampuan untuk melakukan riset teknologi/logic/hal baru dalam pemrograman, Mendampingi tim QC pada saat UAT atau Testing Management (Sesuai kebutuhan dilapangan)., Mampu bekerja dalam tim dengan Manajer Proyek dan tim lainnya.",https://glints.com/id/opportunities/jobs/developer-power-bi/47ed0168-2bc2-4dd2-8e7e-563055016fa5?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/87b896a23a3706f3b0cc9dd45c9aae2c.jpg
gl1,Ecommerce Specialist / Ecommerce Supervisor,PT Distributor Gadget Indonesia,Shopee Ads,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"managed Shopee eCommerce platform, Berorientasi Pada Target, Target Oriented, Manage Shopee Seller Account, eCommerce, Familiar Tokopedia, Marketing, Marketing Management, Digital Campaign, Fast Respone, Tokopedia Ads, Digital Marketing, Online Marketing, Marketplace Administrator, Tokopedia, Data Analytics, Shopee Ads, Manage the Tokopedia, Online Advertising, Ecommerce, Menguasai Marketplace, Digital Strategy, Digital And Ecommerce, Network To Ecommerces, ecommerce planning, B2b Marketplace, Ecommerce Platfrom, Mengelola Marketplace, Shopee Ads Lead, Digital Advertising, Marketplace Knowledge, Ecommerce Management, Marketplace, Online Marketplace, Paham Marketplace, Tokopedia Advertisement, Marketing And Selling, Tokopedia Sales And Marketing, Shopee, Marketing Strategy, Marketing Campaign, Shopee Seller Central, Bisa Penjualan Online, Digital Marketing Shopee, Shopee Ads, Manage Digital Marketing Campaign, Manage marketplace ads, Online Marketing Campaign, Marketplace Strategy, Content Marketing, Admin Online Shop, Sales Marketing",Diploma (D1 - D4),"Mengelola Marketplace (Upload produk, Update Stock & Harga, dll), Membuat strategi agar toko di marketplace / E-Commerce (tokopedia, bukalapak, shopee, dsb) bisa mencapai target penjualan, Mengoptimalisasi iklan berbayar di e-commerce, Menjalankan jobdesc lain sesuai dengan ruang lingkup posisi",https://glints.com/id/opportunities/jobs/ecommerce-specialist-ecommerce-supervisor/2a224432-623d-4ed9-9bd4-2a8164db5c7d?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/5cec25e48f339e418ee19fc18a23c268.jpeg
gl2,Content Creator,Elope Official,Kreatif Dan Inovatif,"Lakarsantri, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp3jt-Rp5jt,1 – 3 tahun,"Teamwork, Content Creator, Content Creation, Berpengalaman 1 Tahun, Berkomunikasi Dengan Baik, Good Attitude, Kreatif Dan Inovatif",SMA/SMK,,https://glints.com/id/opportunities/jobs/content-creator/cb4a6aa2-0166-46e4-abf5-f8fa9d9e521a?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/22f086e39ad2cb0b125dbbd71afec37e.jpg
gl3,HOST LIVESTREAMING (INTERNSHIP / MAGANG),PT. OAKM TECH INDONESIA,Marketing,"Cikarang Selatan, Bekasi, Jawa Barat, Indonesia",Magang,Tidak ditampilkan,Rp3jt-Rp4jt,Kurang dari setahun,"Marketing, Public Speaking, Bahasa Inggris",SMA/SMK,"Menghadirkan siaran langsung yang menarik dan menghibur kepada audiens., Berinteraksi secara aktif dengan audiens melalui chat dan komentar., Menyampaikan konten dengan jelas dan memikat menggunakan kemampuan berbicara yang baik., Memahami tren dan topik yang sedang populer untuk menarik minat audiens., Memastikan kelancaran teknis selama siaran langsung., Mempromosikan dan memperkenalkan produk atau layanan perusahaan kepada audiens.",https://glints.com/id/opportunities/jobs/host-livestreaming-internship-magang/648865e7-85b7-49c1-8dce-c2fc61400947?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/0b2fc6b5f23f05ff1c97a0c085fcaf70.jpg
gl4,Sr Angular Developer,PT. Bank Multiarta Sentosa Tbk. (Bank MAS),Typescript,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,5 – 10 tahun,"Microfrontend, Html / Css / Bootstrap, Typescript, Communication, Angular",Sarjana (S1),"Frontend Mastery: Leverage your expertise to develop and maintain efficient and user-friendly frontend applications using Angular and TypeScript., Micro Frontend Knowledge: Apply your in-depth knowledge of micro frontend concepts to contribute to the development of modular and scalable applications., Leadership (Lead Developers): Take the lead on projects and guide teams to deliver exceptional results. Mentor junior developers and steer project success, Collaboration: Work closely with cross-functional teams to ensure seamless integration of frontend solutions and support innovation in the rapidly evolving banking industry.",https://glints.com/id/opportunities/jobs/sr-angular-developer/ec908b80-d3e1-4548-9e3a-764ec549bf23?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/3ed027ff88460b37b3afa6c92876c0c5.jpg
gl5,Ads Specialist,Deepublish Group,Google Ads,"Kapanewon Ngaglik, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp2,5jt-Rp3jt",1 – 3 tahun,"Facebook Ads Manager, Instagram Ads, Facebook Ads, Google Ads",Diploma (D1 - D4),"Minimal lulusan D3/S1 semua jurusan., Lebih disukai apabila berpengalaman di bidang SEM lebih dari 2 tahun, Memahami optimasi sosial media mampu bekerja dengan target dan tekanan, Mampu bekerja dibawah tekanan, Penempatan: Yogyakarta",https://glints.com/id/opportunities/jobs/ads-specialist/72911814-0b27-420f-99dd-41cd3c14d6fd?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/c1a289cb9e2e0eba9f6f9715d7e39091.png
gl6,Lowongan Junior Java Programmer,PT Nextgen Inovasi Indonesia,Java Programming,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Kontrak,Tidak ditampilkan,Rp5jt-Rp7jt,1 – 3 tahun,"Hibernate & Jpa, Spring Framework, Spring Boot, Database, Java Programming",Diploma (D1 - D4),"S1 atau D3 jurusan yang ada hubungan dengan IT, Harus mempunyai pengalaman minimal 1 tahun dalam proyek pemrograman Java, Diutamakan yang mempunyai pengalaman menggunakan framework Hibernate, Java Spring, Spring Boot dan JPA, Mempunyai pengalaman membuat REST API dengan format data JSON, Mempunyai keahlian database dan menggunakan perintah SQL",https://glints.com/id/opportunities/jobs/lowongan-junior-java-programmer/b1875fde-5dbf-4605-98ef-bb67bba33baa?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/a795596d828c5972409d174c24929e5f.jpg
gl7,Lowongan Junior React JS Programmer,PT Nextgen Inovasi Indonesia,ReactJS,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Kontrak,Tidak ditampilkan,Rp4jt-Rp6jt,1 – 3 tahun,"JavaScript, ReactJS, Mysql Database, Rest Api & Json, SQL, Html / Css / Bootstrap",Diploma (D1 - D4),"Menguasai HTML, CSS, Ajax, Javascript dan framework React.js, Mampu mengelola data JSON, API dan Web Service, Mampu dan terbiasa menggunakan GIT (Version Control System), Memiliki pengalaman minimal 1 tahun dalam menggunakan React JS, Memiliki pemahaman logika yang kuat dan pemecahan masalah dengan baik, Dapat bekerja secara mandiri maupun berkolaborasi dengan tim, Memiliki sikap dan etos kerja yang baik dan dapat berkomunikasi dengan baik, responsif dan solutif",https://glints.com/id/opportunities/jobs/lowongan-junior-react-js-programmer/804efa8c-2375-43b7-a93b-d17da22822a9?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/a795596d828c5972409d174c24929e5f.jpg
gl8,Baritsa (Overseas Placement -Kuwait),Hiringmaps,managerial Cafe & Resto,"Jatinegara, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp10jt-Rp12jt,3 – 5 tahun,"Latte Art, Barista, managerial Cafe & Resto",SMP,"Welcoming customers, informing them about specials or new items, answering questions, and accepting orders and payments., Preparing foods, such as sandwiches or baked goods, and grinding and blending coffee beans, brewing coffee and tea, and serving items to customers., Packaging food and beverages for sale., Selling coffee and tea blends and brewing equipment, highlighting the differences between items, and educating customers about brewing methods., Cleaning and restocking work and dining areas, emptying trash and sanitizing equipment and utensils., Learning about brewing methods, beverage blends, food preparation, and presentation techniques to improve food quality., Updating signage and displays to attract customers., Taking inventory and replenishing items in display cases, at tables, or behind the counter., Working as part of a fun, high-energy team., Adhering to all food safety regulations and quality controls.",https://glints.com/id/opportunities/jobs/baritsa-overseas-placement-kuwait/2cd429a1-e9ea-48a0-8e24-1861e2d755bb?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/8216d9b06c47ef62b544827d30b1c6ca.png
gl9,Guru Piano,Pratama Music School,ABRSM > ABRSM Music,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia",Paruh Waktu,Tidak ditampilkan,Rp5jt-Rp5jt,Kurang dari setahun,"ABRSM > ABRSM Music, Berpengalaman mengajar, Seni Musik",Sarjana (S1),"Wanita berusia 22 tahun ke atas, S1 di bidangnya / sertifikat ABRSM / Rockschool / setara, Memiliki pengalaman mengajar di bidang musik, Tepat waktu, berpakaian rapi, dan bertanggung jawab",https://glints.com/id/opportunities/jobs/guru-piano/1d5f1905-20f1-4ec6-ac38-88f3cf513fdc?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/87f0abf9d04c4a8c7a487490239e5809.png
gl10,Posisi Bidang Tech Lainnya,PT. Anugrah Sejahtera Sejati Madani,Cepat Belajar Dan Mampu Menyesuaikan Diri Dengan Baik,"Sirimau, Ambon, Maluku, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Teknik Komputer Jaringan, Cepat Belajar Dan Mampu Menyesuaikan Diri Dengan Baik, Jujur dan bertanggung jawab",SMA/SMK,"Melakukan instalasi, perawatan, dan perbaikan peralatan atau sistem teknis., Menganalisis masalah dan mencari solusi yang tepat., Melakukan pemeliharaan rutin dan perbaikan berdasarkan jadwal yang ditentukan., Melakukan uji coba dan pengujian peralatan untuk memastikan kinerjanya., Melaporkan hasil pekerjaan, temuan, dan tindakan perbaikan kepada manajemen., Memastikan pematuhan terhadap prosedur keamanan dan regulasi teknis., Membantu dalam pengadaan suku cadang dan perlengkapan teknis.",https://glints.com/id/opportunities/jobs/posisi-bidang-tech-lainnya/7108f1d9-a28d-434e-abc2-122a7c4cdaaa?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/c08baf3ebf544df1ec10aa4cd8525c7b.png
gl11,Legal Supervisor,PT. TERANG PARTS INDONESIA,Legal Corporate,"Serpong, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Legal Documents, Legal Corporate, Legal Writing, Legal Analyst, Legal Advice, Legal Research, Legal Drafting, Can Make Legal Opinion, Legal",Sarjana (S1),"Minimal lulusan S1 Hukum, Pengalaman minimal 2 tahun dibidang legal, Memiliki kemampuan komunikasi dan negosiasi yang baik, Menguasai UU dan mekanisme pengurusan perijinan perusahaan serta regulasi terkait, Menguasai UU Ketenagakerjaan, Bisa menangani kasus Hubungan Industrial maupun pidana/perdata, Menguasai pengurusan dokumen kendaraan dan atau/asset perusahaan lainnya, Menguasai hukum dagang/bisnis nasional dan internasional, Menguasai penggunaan MS Office, Mampu bekerja dengan Team Work, Bersedia ditempatkan di Serpong, Tangerang Selatan",https://glints.com/id/opportunities/jobs/legal-supervisor/dd32c453-3b83-43bf-b2b3-ed918b8a901b?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/f2c4ff49a59f569759afca8c8a71cbf8.png
gl12,Content creator for English Teaching,Englishvit,Good Teaching Skill,"Kapanewon Sewon, Bantul, DI Yogyakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1,5jt-Rp2,2jt",1 – 3 tahun,"Course And Lesson Plan, Offline Teacher, Content Writing, Prepare Lesson Material, Content Creator, English Teaching, Content Creation, Machine Learning, Teaching, Teaching English, Fluent In English Both Oral And Written, English Teacher, Content Development, Good Teaching Skill, Content Tiktok, Learning and Teaching Materials, Content Strategy",Diploma (D1 - D4),"Education: A Bachelor's degree in English, Education, Journalism, Communication, or a related field., Language Proficiency: Native-level proficiency in English with excellent grammar, vocabulary, and writing skills. Proficiency in other languages is a plus., Educational Background: Strong understanding of language teaching methodologies, English language learning processes, and educational content development., Content Creation Experience: Proven experience in creating engaging and educational content, such as articles, blog posts, lesson plans, quizzes, videos, and interactive materials., Digital Literacy: Familiar with digital content creation tools, such as content management systems, video editing software, graphics tools, and e-learning platforms., Curriculum Development: Experience in designing and structuring curriculum content for different proficiency levels and age groups., Adaptability: Ability to create content that caters to diverse learning styles and adapts to the needs of learners from various cultural backgrounds., Research Skills: Strong research skills to gather accurate and reliable information from credible sources and integrate it into educational content., Collaboration: Ability to collaborate effectively with instructional designers, educators, multimedia specialists, and other team members., Time Management: Excellent time management skills to meet project deadlines, manage multiple content creation projects, and adapt to changing priorities.",https://glints.com/id/opportunities/jobs/content-creator-for-english-teaching/7c098c30-de96-4f5f-b52e-97e0e12a6be8?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/9569c0bd8e669bbccccfe11f0567c85d.jpg
gl13,Brain Development Teacher for kids,PT. Genius Kidz Indonesia,Basic Mathematics,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp4jt-Rp5jt,1 – 3 tahun,"Basic Mathematics, arithmetic skills, Abacus Skills, Mathematics",Sarjana (S1),,https://glints.com/id/opportunities/jobs/brain-development-teacher-for-kids/511092c0-3606-4a64-8847-fb528a1bf763?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/02993bf22d6ed4aa552a78839c63908a.png
gl14,Digital Paid-Advertising Associates,Based By Basil,Google Ads,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp4,5jt-Rp6jt",1 – 3 tahun,"Instagram Marketing, Market Trend, Marketing, Social Media Marketing, English Writing, Digital Marketing, Facebook Analytics, Market Research, Facebook Ads Manager, Facebook Advertising, Instagram Ads, Paid Advertising, Facebook Ads, Google Ads, Copywriting, Ad-copy Writing, Branding, Meta Ads, Tik Tok Ads, Manage Digital Marketing Campaign, Content Marketing, Strategic Content Planner",Sarjana (S1),"Manage brand ad account on Ads Manager and monitor their progress throughout the day. (Mainly Facebook/Meta Ads), Provide daily ad reports detailing any changes in their performance as well as any changes you made to its activity., Monitor and maximize campaign budgets to meet their respective KPIs., Content planning and copywriting for clients., Write up monthly performance report.",https://glints.com/id/opportunities/jobs/digital-paid-advertising-associates/92198b26-5728-4eb4-a8be-31fd20fb7267?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/257d62373c34ba29f2cdfad2937e1973.png
gl15,Project Management Officer  (Web & Mobile Apps),VhiWEB,Project Management,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,3 – 5 tahun,"Business Analysis, Project Management, Software Development, Agile Project Management, Scrum",Sarjana (S1),"Responsible for the business flow of every feature in a project., Planning project timelines and implement the plan to the team., Collaborate with Technical Team (designer, developer, QA Analyst), Specialist Team (System Analyst) and stakeholders., Monitoring task completion from Technical Team and Specialist Team., Responsible for managing team members work dynamic such as collaboration, communication, team work, and deliverables., Maintain technical and business requirement documentation.",https://glints.com/id/opportunities/jobs/project-management-officer-web-and-mobile-apps/deb93308-3fca-4bc6-8140-2f449a43bd95?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/2872ee6ffba1179ce3e4a85536529c68.png
gl16,AR Finance Staff,SINAR PELANGI NUSANTARA,Jurnal.id,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Accounts Receivable, Jurnal.id, Menguasai microsoft excel, Financial Accounting",Diploma (D1 - D4),"Usia Maksimal 28 tahun, D3/S1 Jurusan Accounting lebih diutamakan, WAJIB Berpengalaman sebagai AR (Account Receivable) minimal 2 tahun, Pernah bekerja di perusahaan retail lebih diutamakan, Kuat dalam menganalisa, Tegas dalam menjunjung SOP Penjualan Perusahaan, Mampu bekerja secara Individu dan Team, Teliti, bertanggung jawab, dan mampu bekerja dalam tekanan, Paham dan mengerti PSAK, Terbiasa menggunakan sistem Accurate / Jurnal.id lebih disukai",https://glints.com/id/opportunities/jobs/ar-finance-staff/2a0c273a-b5fb-4c10-b974-1b150fd70748?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/08144dd679291627fbe6659fe5b6996b.jpg
gl17,Ahli Kecantikan,KLINIK RATNASARI SEHAT,Healthcare,"Cangkuang, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1,2jt-Rp3jt",Kurang dari setahun,"Healthcare, Teamwork, Communication Skills",SMA/SMK,,https://glints.com/id/opportunities/jobs/ahli-kecantikan/f9889c5c-168c-4edb-a961-8ccac4b692e8?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/f847bf595e9b0f995cded271084e4cee.png
gl18,Sales Area,Gold Cemerlang Indonesia,Sales and Marketing,"Tegalsari, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp3jt-Rp3,5jt",1 – 3 tahun,"Sales and Marketing, Communication Skills, Negotiation Skills",SMA/SMK,"Memasarkan produk yang dijual perusahaan, Menjual produk yang di jual oleh perusahaan, Mengatur dan melakukan kunjungan penjualan, Menawarkan dan menjual produk perusahaan ke customer, Menjaga hubungan dengan klien dengan memberikan dukungan dan informasi, Memberikan tanggapan yang cepat terhadap pertanyaan atau penyelesaian keluhan klien, Mencapai target penjualan yang telah ditetapkan oleh perusahaan, Mengelola catatan aktivitas penjualan dan menyusun laporan penjualan, Melakukan maintenance kepada customer yang pernah membeli produk perusahaan, Menjaga hubungan baik dengan custoer secara profesional",https://glints.com/id/opportunities/jobs/sales-area/cfd4ce13-3202-4042-a1f8-db96d87502a2?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/cbc691b6e236fcacac80175d9e17f64c.png
gl19,Graphic Design - Internship,I CAN READ Indonesia,Adobe Illustrator,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,"Rp1,2jt",1 – 3 tahun,"Graphic Design, Adobe Illustrator, Adobe Photoshop",Sarjana (S1),,https://glints.com/id/opportunities/jobs/graphic-design-internship/a20a469b-79c8-46b0-a2e6-0669238c7942?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/cc30c8e0c839ef862c6eb9cfa4d8bb81.jpg
gl20,Business Partnership Specialist (Based in Medan),Topremit,Fluent In English Both Oral And Written,"Medan Kota, Medan, Sumatera Utara, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Relationship Building, Contract Negotiation, Business Development, Communication, Fluent In English Both Oral And Written",Sarjana (S1),"Willing to stay in Medan, Preferable max.1 year of Exp in Business Development or relevant positions (Fresh Graduates are welcome), Excellent written and verbal communication skills in English & Bahasa (If you can speak in other language is a plus), Actively enjoy meeting new people and build good relationship with people, Comfortable and confident speaking to mid-level and senior executives from internal/external parties, Strong interpersonal communication skills in presentation, persuasion & negotiation (written/spoken), Have good analytical skill, critical thinking, detail-oriented and results focused, Have strong organizational skills and ability to project management with precision and attention to detail, Dedicated to conduct research & analysis for business development & learning purpose (#KepoDanPeka), Have an entrepreneurial mindset & spirit by understanding people's needs & satisfaction, Able to think creatively to come up with solutions for any business improvement, Be comfortable with change, flexible in their approach to tasks, and able to thrive in a dynamic work environment, Effectively resolve conflicts or disagreements in a professional and constructive manner., Available and willing to go on business trips outside Medan",https://glints.com/id/opportunities/jobs/business-partnership-specialist-based-in-medan/0b7563dc-e69e-48f0-be8a-4e0d842ada39?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/e614e65e78bfefca817b6def79fa7602.png
gl21,Technical Support,PT. Seriyus Hutama,Digital Security Management,"Tanjung Priok, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Maintenance Engineering, Digital Security Management, Network Security, CCTV",SMA/SMK,,https://glints.com/id/opportunities/jobs/technical-support/949d9a81-71ed-480a-8bc9-5ffe69bc1a16?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/152e70b19303694ac0e8ebea53dacbd9.jpg
gl22,Digital Marketing Specialist,Clout Indonesia Group,Manage Digital Marketing Campaign,"Kelapa Dua, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp5jt-Rp7,5jt",1 – 3 tahun,"eCommerce, Online Sales, Digital Marketing Skills, Advertisements, Digital Marketing Metrics, Manage Digital Marketing Campaign, Digital Marketing Specialist",SMA/SMK,,https://glints.com/id/opportunities/jobs/digital-marketing-specialist/fa54d2f2-8383-4279-809e-ff7143853302?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/e1591437ff530f596194aceed9ee6ffe.jpeg
gl23,Operator Mesin CNC,"PT. Langgeng Makmur Industri, Tbk",Machine Operator,"Taman, Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp4,5jt-Rp5,5jt",1 – 3 tahun,"Mechanical, Injection Molding, Machine Operator",SMA/SMK,,https://glints.com/id/opportunities/jobs/operator-mesin-cnc/2e749651-dc38-4275-91bd-e434de9ad96e?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/bb69a8dd2fdd2fa99cb04dd428581556.png
gl24,Staff HRD,PT. Zhong Wei Pasta,Recruitment,"Curug, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Communication Skills, Recruitment, Human Resource Development (HRD)",Sarjana (S1),,https://glints.com/id/opportunities/jobs/staff-hrd/5f236c43-d937-423f-b5e1-15d75827c1ce?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/5fdf8263d566358de0b617997a0856b7.jpg
gl25,Creative Strategist,CoverSuper Indonesia,Content Strategy,"Kapanewon Gamping, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp3jt-Rp4,5jt",3 – 5 tahun,"Copywriting, Marketing Strategy, Content Strategy",Sarjana (S1),"Bachelor's degree in Marketing, Advertising, Communication, or a related field., Proven experience in a similar creative strategist or content creating role, Strong analytical skills, in-depth knowledge of creative content development., Familiarity with visual design principles, including colour theory, layout, and other design elements., A keen awareness of automotive industry trends, Strong project management skills, including the ability to manage content production schedules, vendor relationships, and budgets effectively., Excellent teamwork and communication skills, with the ability to provide guidance and feedback to team members.",https://glints.com/id/opportunities/jobs/creative-strategist/e5124440-fbb7-420a-8b68-96c7c2f5d681?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/071a6777d0efa3fbc29e1a458fd67c06.jpg
gl26,Admin,CAVIAR GROUP,Digital Marketing,"Serpong, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1,5jt-Rp3,5jt",Kurang dari setahun,"Digital Marketing, Office Administration, Administration",SMA/SMK,,https://glints.com/id/opportunities/jobs/admin/09e9e91d-65ad-4acd-b193-2ef493dce36f?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/82c6544dab151359acdb39252aa85a1b.jpg
gl27,Sales Executive Industri,PT BUANA CIPTA CHAHRA,Sales Operations,"Simokerto, Surabaya, Jawa Timur, Indonesia",Kontrak,Tidak ditampilkan,"Rp2,5jt-Rp3jt",1 – 3 tahun,"Sales Management, Berkomunikasi Dengan Baik, Sales Operations, Sales, Sales Marketing",SMA/SMK,,https://glints.com/id/opportunities/jobs/sales-executive-industri/754d8e16-ee55-453a-8b18-d474c094826e?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/c8b9b7bfb1d965a09156022231375022.png
gl28,Customer relationship Officer PT DEPRINTZ SUKSES SEJAHTERA,Think Indonesia,disiplin dan bertanggung jawab,"Wiyung, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp3jt-Rp3jt,1 – 3 tahun,"	Jujur, teliti, dan rajin, disiplin dan bertanggung jawab, Berkomunikasi Dengan Baik",SMA/SMK,"Kualifikasi :, - Memiliki komunikasi skill yang baik, - Terbiasa Folllow Up customer, - Mempunyai skill negosiasi yang baik, - Terbiasa menjalin hubungan baik ke customer, - Memiliki skill analisa yang baik, , Deskripsi Pekerjaan :, - Follow Up customer existing, - Melakukan transaksi penjualan by phone, - Membuat report harian/bulanan, - Menjalin komunikasi yang baik dengan customer",https://glints.com/id/opportunities/jobs/customer-relationship-officer-pt-deprintz-sukses-sejahtera/9070dc4c-5ab9-487d-ba32-bd43f898e0a6?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/dc4af051a29109a9273e9a6ac5d962d8.jpg
gl29,Teknisi,PT. Zhong Wei Pasta,Mechanical Engineering,"Curug, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Mechanical, Mechanical Engineering, Attention to Detail",SMA/SMK,,https://glints.com/id/opportunities/jobs/teknisi/7dda49b9-ab8e-4e37-b32d-4fa43f916896?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/5fdf8263d566358de0b617997a0856b7.jpg
