id,Job_title,Company,Category,Location,Work_type,Working_type,Salary,Experience,Skills,Study_requirement,Desc,Link,Link_img
gl0,Posisi Bidang Purchasing & Procurement Lainnya,PT. Intav Prima Solusindo,Analytical Thinking,"Tarumajaya, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp4jt-Rp5jt,1 – 3 tahun,"Team Work, Analytical Thinking, Detailed Oriented, Fast learning, Good Communication Skills, Office Administration",Sarjana (S1),,https://glints.com/id/opportunities/jobs/posisi-bidang-purchasing-and-procurement-lainnya/1cb011b3-a92c-419b-a81e-32b7b1e2899f?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/ae7ab158dfebe5cd5e3ca18f917445fa.png
gl1,Ecommerce Specialist / Ecommerce Supervisor,PT Distributor Gadget Indonesia,Shopee Ads,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"managed Shopee eCommerce platform, Berorientasi Pada Target, Target Oriented, Manage Shopee Seller Account, eCommerce, Familiar Tokopedia, Marketing, Marketing Management, Digital Campaign, Fast Respone, Tokopedia Ads, Digital Marketing, Online Marketing, Marketplace Administrator, Tokopedia, Data Analytics, Shopee Ads, Manage the Tokopedia, Online Advertising, Ecommerce, Menguasai Marketplace, Digital Strategy, Digital And Ecommerce, Network To Ecommerces, ecommerce planning, B2b Marketplace, Ecommerce Platfrom, Mengelola Marketplace, Shopee Ads Lead, Digital Advertising, Marketplace Knowledge, Ecommerce Management, Marketplace, Online Marketplace, Paham Marketplace, Tokopedia Advertisement, Marketing And Selling, Tokopedia Sales And Marketing, Shopee, Marketing Strategy, Marketing Campaign, Shopee Seller Central, Bisa Penjualan Online, Digital Marketing Shopee, Shopee Ads, Manage Digital Marketing Campaign, Manage marketplace ads, Online Marketing Campaign, Marketplace Strategy, Content Marketing, Admin Online Shop, Sales Marketing",SMA/SMK,"Mengelola Marketplace (Upload produk, Update Stock & Harga, dll), Membuat strategi agar toko di marketplace / E-Commerce (tokopedia, bukalapak, shopee, dsb) bisa mencapai target penjualan, Mengoptimalisasi iklan berbayar di e-commerce, Menjalankan jobdesc lain sesuai dengan ruang lingkup posisi",https://glints.com/id/opportunities/jobs/ecommerce-specialist-ecommerce-supervisor/2a224432-623d-4ed9-9bd4-2a8164db5c7d?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/5cec25e48f339e418ee19fc18a23c268.jpeg
gl2,Brain Development Teacher for kids,PT. Genius Kidz Indonesia,Basic Mathematics,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp4jt-Rp5jt,1 – 3 tahun,"Basic Mathematics, arithmetic skills, Abacus Skills, Mathematics",Sarjana (S1),,https://glints.com/id/opportunities/jobs/brain-development-teacher-for-kids/511092c0-3606-4a64-8847-fb528a1bf763?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/02993bf22d6ed4aa552a78839c63908a.png
gl3,Video DIRECTOR,Media Fakta Global,Project Management,"Pancoran, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Lebih dari 10 tahun,"Manajemen Waktu, Creative Thinking, Project Management, Video Editor, Multimedia",Sarjana (S1),,https://glints.com/id/opportunities/jobs/video-director/b1a10118-3551-451c-ab0c-de42e7f2222b?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/b13cc6938b38e709aee915773033da9f.jpg
gl4,Finance Accounting Supervisor & PA,PT Anugrah Intan Property Indonesia,Personal Assistant to Director,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Espt pph final 4 (2), Pph 23, Accurate Software, ESPT PPH 23, Laporan Keuangan, Neraca Keuangan, Pph 21, Personal Assistant to Director",Sarjana (S1),"Membangun 60 titik di seluruh kota2 besar penunjang ekonomi Indonesia, Memberikan service yang terbaik sehingga tenant bisa fokus untuk melakukan hal hal esensial untuk meningkatkan quality of living, Membangun infrastruktur digital berupa aplikasi untuk kemudahan dan kepraktisan para Tenant",https://glints.com/id/opportunities/jobs/finance-accounting-supervisor-and-pa/508194f6-44df-4084-bf42-a7242cd5530a?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/f749f175397e26bd72e82b20e5124584.jpeg
gl5,Video Editor dan Motion Grafic,Media Fakta Global,Kreatif Dan Inovatif,"Pancoran, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,5 – 10 tahun,"Video Editing, Multitasking, Kreatif Dan Inovatif",Sarjana (S1),,https://glints.com/id/opportunities/jobs/video-editor-dan-motion-grafic/484343b8-8ca6-433a-92d5-151201c2bced?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/b13cc6938b38e709aee915773033da9f.jpg
gl6,Art Director,Media Fakta Global,"Komunikatif, Kreatif, Inovatif","Pancoran, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp6,9jt-Rp8,9jt",5 – 10 tahun,"Siap bekerja dibawah tekanan, Komunikatif, Kreatif, Inovatif, Berpikir kritis",Sarjana (S1),,https://glints.com/id/opportunities/jobs/art-director/5e78afdd-ef6b-4ac1-8476-6339821da45f?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/b13cc6938b38e709aee915773033da9f.jpg
gl7,Penerjemah Bahasa Mandarin,PT Realway Media Indonesia,Chinese HSK 5,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Kontrak,Tidak ditampilkan,Rp8jt-Rp15jt,1 – 3 tahun,"Chinese HSK 5, Memiliki Kemampuan Komunikasi Yang Baik, Fluent In Mandarin",SMA/SMK,,https://glints.com/id/opportunities/jobs/penerjemah-bahasa-mandarin/3351dd5c-20a4-43a8-8081-db048a09f01b?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/302bdf7528dce71c7029920f4eb05a34.jpeg
gl8,Lowongan Kerja Video Editor untuk Studio Masak di Jakarta Pusat,Cairo Food,Video Production,"Menteng, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp4,5jt-Rp6jt",1 – 3 tahun,"Video Editor, Video Editing, Video Production",SMA/SMK,"Podcast, Cooking Video, Live Cooking",https://glints.com/id/opportunities/jobs/lowongan-kerja-video-editor-untuk-studio-masak-di-jakarta-pusat/573fe3e9-68a5-452b-8972-90c02f527f22?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/539d7c2188c7797ec9953b9ec5a42e58.jpg
gl9,Dokter Umum/Aesthetic,PT. Guobin International Indonesia,Mampu berkomunikasi dengan bahasa Indonesia maupun dengan bahsa Inggris dengan baik,"Medan Timur, Medan, Sumatera Utara, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Marketing, Mampu berkomunikasi dengan bahasa Indonesia maupun dengan bahsa Inggris dengan baik, Berkomunikasi Dengan Baik",Sarjana (S1),,https://glints.com/id/opportunities/jobs/dokter-umum-aesthetic/091152c5-c913-4bba-aae2-a845a7d1e15b?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/72c40cf5c3fff669387112c6ed165957.png
gl10,IT Infrastructure,PT Lumos Inisiatif Indonesia,Azure,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Azure, Linux, Alicloud, Docker, Kubernetes, Windows, Amazon Web Services (AWS), Cloud Computing",Diploma (D1 - D4),,https://glints.com/id/opportunities/jobs/it-infrastructure/c98be130-fa5a-4d23-a87f-d9d1ce466ce2?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/b84ff4a6b40117eeb5f99be522948598.jpg
gl11,Sales Executive,PT Istana Surya Perkasa,Sales and Marketing,"Sawahan, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Sales and Marketing, B2b Sales, Retail Sales",SMA/SMK,"Laki- Laki, maksimal 38 tahun, Pendidikan minimal SMA/SMK/D1 (Teknik Mesin diutamakan), Pengalaman minimal 2 tahun di bidang yang sama, Kemampuan komunikasi dan negosiasi yang baik, Memahami penjualan mesin, sparepart dan dinami, Pengetahuan tentang administrasi sales  teknologi informasi diperlukan, Bersedia dinas luar kota dan pulau, Diutamakan menguasai wilayah Indonesia Barat ( JABAR, DKI, BANTEN, & SUMATERA), Penempatan Surabaya",https://glints.com/id/opportunities/jobs/sales-executive/f142a78e-98ce-4e61-b418-e00c746bd662?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/c384b4dc9a44c7d4c6f86355a3044fb3.jpg
gl12,IT Support,PT Istana Surya Perkasa,Jaringan Komputer,"Sawahan, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Teknik Komputer Jaringan, IT Hardware Support, Jaringan Komputer, IT Support, Web Design, Computer And Networking",SMA/SMK,"Laki-Laki, Minimal SMK Teknik Komputer dan Jaringan, Fresh Graduate  are welcome, Memiliki pengalaman di bidang IT (merupakan nilai tambah), Menguasai Maintanance computer,networking (LAN - WLAN), repairing , troubelshooting soft dan hardware, Menguasai set-up network atau wireless device, Memahami hal-hal yang berhubungan dengan Domain, Website, Webdesign, Mampu bekerja dengan tim ataupun individu, Penempatan Surabaya",https://glints.com/id/opportunities/jobs/it-support/23f6a194-6196-40fe-b7fd-0a4d83078fad?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/c384b4dc9a44c7d4c6f86355a3044fb3.jpg
gl13,Sales Executive Bojonegoro,CV Lancar Jaya Abadi,Target Oriented,"Bojonegoro, Bojonegoro, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Target Oriented, Dapat Bekerja Individu Maupun Tim, Sales",SMA/SMK,"Pria/Wanita, usia maksimal 35 tahun, Pendidikan minimal SMA/SMK, Memiliki pengalaman dibidang sales dan berorientasi pada target, Mampu bekerja secara tim/individu, Berpenampilan menarik, Memiliki kendaraan dan SIM",https://glints.com/id/opportunities/jobs/sales-executive-bojonegoro/ef115c4e-a8d8-4ae3-a0bf-7e845ca7fdab?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/8e4c6af005c33a05a08cd3f6e071c00a.jpeg
gl14,Sales Executive Tuban,CV Lancar Jaya Abadi,Target Oriented,"Tuban, Tuban, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Target Oriented, Dapat Bekerja Individu Maupun Tim, Sales",SMA/SMK,"Pria/Wanita, usia maksimal 35 tahun, Pendidikan minimal SMA/SMK, Memiliki pengalaman dibidang sales dan berorientasi pada target, Mampu bekerja secara tim/individu, Berpenampilan menarik, Memiliki kendaraan dan SIM",https://glints.com/id/opportunities/jobs/sales-executive-tuban/1358fc80-b10e-4c92-8832-ccb8b2163628?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/8e4c6af005c33a05a08cd3f6e071c00a.jpeg
gl15,CREATIVE PRODUCER,Lastday Production,Event Organizer,"Cipondoh, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Creative Thinking, Detailed Oriented, Event Organizer",Sarjana (S1),"Pria/Wanita, 24-35 tahun, Min. pendidikan S1 diutamakan jurusan Film atau sejenisnya., Harus memiliki sifat yang sangat terorganisir., Mengenal dunia produksi video secara mendetail (Minimal pernah ikut dalam 3 project shooting short movie/advertising), Fast response bahkan saat weekend, Terbiasa dalam menyusun jadwal yang efisien dan efektif untuk produksi, Kritis terhadap budgeting sebuah produksi, Mampu bekerja dalam tekanan tinggi., Detail oriented, Selalu update dengan issue-issue yang sedang terjadi., Mampu mengeksekusi ide terbaru dengan cepat mengikuti perkembangan isu terkini.",https://glints.com/id/opportunities/jobs/creative-producer/67242561-248c-43cb-bd67-98646d3ede4c?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/0e0ca7c01816356d6ac8c3659a5fa470.jpg
gl16,Staff Recruitment,PT DOMO MANAJEMEN GRUP (DOKTER MOBIL INDONESIA),Hrd,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp3,8jt-Rp4,2jt",1 – 3 tahun,"Hrd, Hrd Recuitment, Administrasi Hrd",Sarjana (S1),"Pria / Wanita, maksimal 30 tahun, Pendidikan S1 Psikologi, Memiliki pengalaman sebagai Recruitment Staff minimal 1 tahun (lebih disukai), Memahami pola seleksi karyawan (networking, interview, dan dapat mengadministrasikan alat tes psikologi), Memiliki kemampuan komunikasi dan analisa yang baik, Terbiasa dengan deadline dan mampu multitasking, Memiliki kepercayaan diri yang baik, Penempatan Kelapa Gading Jakarta Utara",https://glints.com/id/opportunities/jobs/staff-recruitment/05afa824-faa5-4e71-95c1-e42ae4167561?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/a82268d374059b679955892bc3969409.jpg
gl17,Sales Executive Kediri,CV Lancar Jaya Abadi,Target Oriented,"Kediri Kota, Kediri, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Target Oriented, Dapat Bekerja Individu Maupun Tim, Sales",SMA/SMK,"Pria/Wanita, usia maksimal 35 tahun, Pendidikan minimal SMA/SMK, Memiliki pengalaman dibidang sales dan berorientasi pada target, Mampu bekerja secara tim/individu, Berpenampilan menarik, Memiliki kendaraan dan SIM",https://glints.com/id/opportunities/jobs/sales-executive-kediri/37c09f67-70c3-4e28-abea-f2b5f1b58b01?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/8e4c6af005c33a05a08cd3f6e071c00a.jpeg
gl18,Sales Executive Lamongan,CV Lancar Jaya Abadi,Target Oriented,"Lamongan, Lamongan, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Target Oriented, Dapat Bekerja Individu Maupun Tim, Sales",SMA/SMK,"Pria/Wanita, usia maksimal 35 tahun, Pendidikan minimal SMA/SMK, Memiliki pengalaman dibidang sales dan berorientasi pada target, Mampu bekerja secara tim/individu, Berpenampilan menarik, Memiliki kendaraan dan SIM",https://glints.com/id/opportunities/jobs/sales-executive-lamongan/4dbdc2a9-e26c-48e5-bca3-627a7b7b7f05?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/8e4c6af005c33a05a08cd3f6e071c00a.jpeg
gl19,Sales Executive Gresik,CV Lancar Jaya Abadi,Target Oriented,"Gresik, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Target Oriented, Dapat Bekerja Individu Maupun Tim, Sales",SMA/SMK,"Pria/Wanita, usia maksimal 35 tahun, Pendidikan minimal SMA/SMK, Memiliki pengalaman dibidang sales dan berorientasi pada target, Mampu bekerja secara tim/individu, Berpenampilan menarik, Memiliki kendaraan dan SIM",https://glints.com/id/opportunities/jobs/sales-executive-gresik/feea4b6b-f3f9-47c4-b3ad-160c66eba7de?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/8e4c6af005c33a05a08cd3f6e071c00a.jpeg
gl20,Sales Executive Surabaya,CV Lancar Jaya Abadi,Target Oriented,"Rungkut, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Target Oriented, Dapat Bekerja Individu Maupun Tim, Sales",SMA/SMK,"Pria/Wanita, usia maksimal 35 tahun, Pendidikan minimal SMA/SMK, Memiliki pengalaman dibidang sales dan berorientasi pada target, Mampu bekerja secara tim/individu, Berpenampilan menarik, Memiliki kendaraan dan SIM",https://glints.com/id/opportunities/jobs/sales-executive-surabaya/c4164ba0-76a2-474b-8514-dd500f2d119e?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/8e4c6af005c33a05a08cd3f6e071c00a.jpeg
gl21,Sales Executive Mojokerto,CV Lancar Jaya Abadi,Target Oriented,"Magersari, Mojokerto, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Target Oriented, Dapat Bekerja Individu Maupun Tim, Sales",SMA/SMK,"Pria/Wanita, usia maksimal 35 tahun, Pendidikan minimal SMA/SMK, Memiliki pengalaman dibidang sales dan berorientasi pada target, Mampu bekerja secara tim/individu, Berpenampilan menarik, Memiliki kendaraan dan SIM",https://glints.com/id/opportunities/jobs/sales-executive-mojokerto/49873ca3-5359-46ec-9fb9-cf818de873d5?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/8e4c6af005c33a05a08cd3f6e071c00a.jpeg
gl22,Sales Executive Jombang,CV Lancar Jaya Abadi,Target Oriented,"Jombang, Jombang, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Target Oriented, Dapat Bekerja Individu Maupun Tim, Sales",SMA/SMK,"Pria/Wanita, usia maksimal 35 tahun, Pendidikan minimal SMA/SMK, Memiliki pengalaman dibidang sales dan berorientasi pada target, Mampu bekerja secara tim/individu, Berpenampilan menarik, Memiliki kendaraan dan SIM",https://glints.com/id/opportunities/jobs/sales-executive-jombang/98d6dcc9-6014-4893-8168-6c519b17ca75?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/8e4c6af005c33a05a08cd3f6e071c00a.jpeg
gl23,Guru Bimbel Accounting Tutor Akuntansi,E-cube,teacher,"Sukun, Malang, Jawa Timur, Indonesia",Paruh Waktu,Tidak ditampilkan,Tidak ditampilkan,Tidak ditampilkan,"Memahami siklus akuntansi, Guru, Akuntansi, Accounting, Bisa Akuntansi, Teaching, Teacher, Financial Accounting, Fluent In English Both Oral And Written, Good Teaching Skill, teacher",Sarjana (S1),"Prepare and deliver practical lessons in line with the Cambridge curriculum., Assess and monitor student progress., Create a conducive learning environment., Provide feedback and support to students., Adapt teaching methods to accommodate various learning styles.",https://glints.com/id/opportunities/jobs/guru-bimbel-accounting-tutor-akuntansi/4c521dde-50f6-4e89-89d4-f47acddbb74f?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/b0e50cb791992a6f6c7decc5a39f5b56.png
gl24,Project Manager Konstruksi Bangunan,Mimic Concept,Memahami kurva S,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp5jt-Rp8jt,1 – 3 tahun,"SketchUp, Memahami kurva S, AutoCAD",Sarjana (S1),,https://glints.com/id/opportunities/jobs/project-manager-konstruksi-bangunan/9b90395c-35f0-4fd4-8dab-687f39b0e5b1?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/af277c850af23d76956c08e8862a13df.png
gl25,Senior Backend Developer,Hyppe Indonesia,MongoDB,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp11jt-Rp13jt,1 – 3 tahun,"Backend Developer, nodejs, MongoDB",Sarjana (S1),"Develop backend application using RESTFUL technology NodeJS, Ship features and improvement by collaborating with other team member, Review, optimize, and test existing code to conform to industry best practice, Solve bug and technical debt on existing deployment",https://glints.com/id/opportunities/jobs/senior-backend-developer/21aef9a5-f98a-4e5f-9fdf-82fe5b6e552a?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/d79f4ea1b9c8e68524b30a8bd6940c35.png
gl26,Staff Programmer,CV Seven Smarts Indonesia (7SMARTS),Data Bases,"Boyolali, Boyolali, Jawa Tengah, Indonesia",Kontrak,Tidak ditampilkan,Rp2jt-Rp5jt,Kurang dari setahun,"Data Bases, CodeIgniter, My SQL Server, Flutter, Programmer",SMA/SMK,,https://glints.com/id/opportunities/jobs/staff-programmer/ba62b436-50ee-4bbf-bba3-d8d8cfa96c81?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/8d8f99c95a36f9aaea1c9b6f94ccf72d.png
gl27,Project Estimator,AMODA,Project Estimator,"Menteng, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,3 – 5 tahun,"Project Estimator, Cost Estimator, Estimator",Sarjana (S1),,https://glints.com/id/opportunities/jobs/project-estimator/085c90df-1bfc-4173-a18d-55744c101ce9?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/b3fc29bc150313f348a042c46c5479ef.png
gl28,Admin Operasional,Pt Jaya Evogad Mandiri,Microsoft Office,"Cipondoh, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Google Spreadsheet, Microsoft Word, Microsoft Office",Sarjana (S1),"Usia Maksimal 28 tahun, Pendidikan min. SMA/ SMK/ Sederajat, Mahir dalam mengoperasikan Microsoft Excel dan Word, Pengalaman minimal 1 tahun di bidang retail, Memiliki komunikasi yang baik secara verbal dan non verbal, Dapat bekerja secara tim dan individu, Inisiatif dan teliti, Jujur dan Bertanggung Jawab Penuh, Memiliki kemampuan Analisa yang baik, Bisa Mengetik dengan 6-10 jari (2-5 jari akan di diskualifikasi), Bersedia bekerja 6 hari dalam seminggu",https://glints.com/id/opportunities/jobs/admin-operasional/be21c7f8-8b4f-4b21-992f-b811053d400e?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/188823d4522fedd27c4272f960bc551a.jpg
gl29,Admin Online Shop,Pt Jaya Evogad Mandiri,Admin Online Marketing,"Cipondoh, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Admin Online Marketing, Photo & Video Editing, Admin Online Shop",SMA/SMK,"Pria / Wanita, Usia Maks. 28 tahun, Pendidikan Min. SMA / SMK / S1, Memiliki pengalaman Min. 1 tahun di bidang terkait, Mahir dalam mengoperasikan Microsoft Office, Familiar dengan Marketplace (Tokopedia, Shopee, Lazada), Tertarik dengan dunia Online, Marketing, & Teknologi, Dapat bekerjasama dalam tim, Memiliki strategi & analisa yang baik, Teliti, jujur, dan bertanggung jawab, Bersedia bekerja 6 hari dalam seminggu",https://glints.com/id/opportunities/jobs/admin-online-shop/d7a3b519-2ef8-41f4-aa58-478372281c79?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/188823d4522fedd27c4272f960bc551a.jpg
gl30,Perawat gigi,Cobra19 Dental Treatment,Operations Management,"Gunung Putri, Bogor, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp2jt,Kurang dari setahun,"Operations Management, Marketing Strategy, Teamwork And Interpersonal Skills",SMA/SMK,,https://glints.com/id/opportunities/jobs/perawat-gigi/a2d0d570-186d-4373-a594-dfbdd551af9a?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/35cd9ac0f9b97d3652cec62f7a7d29e9.jpg
gl31,Rekruter,OCTA Infinite Solutions,Recruitment & Selection,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Recruitment & Selection, Can work with deadline, Fluent In English Both Oral And Written, Good Communication Skills",Sarjana (S1),,https://glints.com/id/opportunities/jobs/rekruter/867b133a-6f45-4104-a4ff-a92f9a0f6329?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/2bf7d87167fe41c4bcf44570bb27ae34.jpg
gl32,Office Boy,Oelek.id,Suka kebersihan  kerapihan,"Cipondoh, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Membersihkan Ruangan, Bisa naik motor, Menjaga Kebersihan Kantor, Suka kebersihan  kerapihan",SMA/SMK,,https://glints.com/id/opportunities/jobs/office-boy/5c9ece47-91fa-47ff-9515-778270651c3d?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/4082b5ebc43bf73e5bf9af7497a6f013.jpeg
gl33,Translator Mandarin,PT Convey Indonesia Trade,Microsoft Office,"Pademangan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp5jt-Rp10jt,1 – 3 tahun,"Mandarin, Berkomunikasi Dengan Baik, Microsoft Office, Translator Mandarin, Hsk4",SMA/SMK,Menjembatani komunikasi untuk mengurusi klien dan pimpinan,https://glints.com/id/opportunities/jobs/translator-mandarin/797c12e3-645e-42ee-bbf7-a74a67885491?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/cda31f5897bdf78eb347fa8a314be1a3.png
gl34,Junior Barista,Cobra19 Dental Treatment,Barista skill,"Gunung Putri, Bogor, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp2jt-Rp2,5jt",Kurang dari setahun,"Food Beverages skills, Junior Barista, Barista skill",SMA/SMK,,https://glints.com/id/opportunities/jobs/junior-barista/d48bbfcc-77cf-466d-bb1f-6ee22b2c4a6d?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/35cd9ac0f9b97d3652cec62f7a7d29e9.jpg
gl35,Business Development,PT. Koding Next Indonesia,Distribution Management,"Pademangan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Marketing, Distribution Management, English, Negotiation, Business Development, Educational Technology, Communication, Sales, Microsoft Office",Sarjana (S1),,https://glints.com/id/opportunities/jobs/business-development/704d3356-03a9-4bfa-a854-31e670d26b9a?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/cdee19bc96c1de51ad3338af27aa29c1.png
