Job Title,Company,Location,Work Type,Study Requirement,Experience,Skill,Salary,Link
Electrical Crew,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Ms Office,"Rp2,2jt-Rp3jt",https://glints.com/id/opportunities/jobs/electrical-crew/7ca0df4c-5136-4402-b7fb-fda5aec1b930?utm_referrer=explore
Condition Moitoring,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Teknik Pertambangan,Rp1jt-Rp2jt,https://glints.com/id/opportunities/jobs/condition-moitoring/618a3233-94ee-403b-9572-e5feacf529db?utm_referrer=explore
Supervisor Maintenance,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Ms Office,N/A,https://glints.com/id/opportunities/jobs/supervisor-maintenance/db2b91de-51a1-4233-ad0b-886c92e01b68?utm_referrer=explore
Planner Maintenance,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Teknik Pertambangan,N/A,https://glints.com/id/opportunities/jobs/planner-maintenance/2b23db59-7595-406f-bfee-d5e0ac660016?utm_referrer=explore
Foreman Operation,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Ms Office,N/A,https://glints.com/id/opportunities/jobs/foreman-operation/0ceb52b5-a0cf-4419-92ed-c18641379740?utm_referrer=explore
Supervisor Operation,PT. Berkah Anugerah Inti Semesta,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Teknik Pertambangan,N/A,https://glints.com/id/opportunities/jobs/supervisor-operation/67d0fb71-b2fa-4204-a35c-d0cb3ebbf2bd?utm_referrer=explore
GURU PPKN,SMK Karya Bhakti Gresik ,"Kebomas, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Planner,N/A,https://glints.com/id/opportunities/jobs/guru-ppkn/d54c99c3-c29d-4527-8e07-2e366f4646aa?utm_referrer=explore
GURU SEJARAH,SMK Karya Bhakti Gresik ,"Kebomas, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Ms Office,N/A,https://glints.com/id/opportunities/jobs/guru-sejarah/6f6d67f5-d1f3-4f32-acc3-d29f09040611?utm_referrer=explore
GURU INFORMATIKA,SMK Karya Bhakti Gresik ,"Kebomas, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Operations,N/A,https://glints.com/id/opportunities/jobs/guru-informatika/b6d3f1d4-cb41-4f36-84cb-98bd1285425f?utm_referrer=explore
SPG Reguler Ichips Banana,PT FORTUNA Boga Perkasa,"Pamekasan, Pamekasan, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Ms Office,N/A,https://glints.com/id/opportunities/jobs/spg-reguler-ichips-banana/6507d407-7fc7-450d-9734-4cc9f16d021f?utm_referrer=explore
SPG Reguler Ichips Banana,PT FORTUNA Boga Perkasa,"Sampang, Sampang, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Ms Office,N/A,https://glints.com/id/opportunities/jobs/spg-reguler-ichips-banana/a1dd30d7-a031-45e5-bda6-0b6ee975bb53?utm_referrer=explore
SPG Reguler Ichips Banana,PT FORTUNA Boga Perkasa,"Bangkalan, Bangkalan, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Teknik Pertambangan,N/A,https://glints.com/id/opportunities/jobs/spg-reguler-ichips-banana/35d6ddfa-5ffb-4a36-bf9f-acc5e6083003?utm_referrer=explore
CHINESE TEACHER,Central Mandarin,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Bertanggung Jawab,N/A,https://glints.com/id/opportunities/jobs/chinese-teacher/49273258-c96a-43f5-9396-b1659e0d4912?utm_referrer=explore
Fisioterapi,Rumah Sakit Fathma Medika,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,disiplin dan bertanggung jawab,N/A,https://glints.com/id/opportunities/jobs/fisioterapi/d4fa0204-0d34-4321-9db7-cda6bf8ac981?utm_referrer=explore
Radiografer,Rumah Sakit Fathma Medika,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,disiplin dan bertanggung jawab,N/A,https://glints.com/id/opportunities/jobs/radiografer/e0980666-9101-472d-b784-5010a6a29377?utm_referrer=explore
Perawat,Rumah Sakit Fathma Medika,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Berpengalaman,N/A,https://glints.com/id/opportunities/jobs/perawat/cd735161-8979-4af9-b14f-85513b9bccc9?utm_referrer=explore
Therapist Wicara,Rumah Sakit Fathma Medika,"Manyar, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Marketing,N/A,https://glints.com/id/opportunities/jobs/therapist-wicara/ba59dcf5-e23c-4981-8a8f-9642e9521b3f?utm_referrer=explore
Talent Idol,Ramen Beast,"Karawang Barat, Karawang, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Komunikatif,N/A,https://glints.com/id/opportunities/jobs/talent-idol/c9dd8fa2-b089-4eb3-b22d-73440ac54967?utm_referrer=explore
Animator/Motion Designer,AONYX CREATIVE LAB,"Kapanewon Mlati, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Berpengalaman,N/A,https://glints.com/id/opportunities/jobs/animator-motion-designer/c501a147-5362-4a42-8879-469709d3d073?utm_referrer=explore
Beautician (Hair Spa),Lush And Glow,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Marketing,N/A,https://glints.com/id/opportunities/jobs/beautician-hair-spa/0a5a4049-31d1-458a-8057-546f869a8a45?utm_referrer=explore
Sales Project,PT ADR TECHNO SOLUTIONS,"Cikarang Selatan, Bekasi, Jawa Barat, Indonesia",Paruh Waktu,Minimal SMA/SMK,Kurang dari setahun,Chinese Teacher,N/A,https://glints.com/id/opportunities/jobs/sales-project/b1228977-7af7-436a-88cd-cdfb6a62c6a3?utm_referrer=explore
Kindergarten Teacher,Whiz Kids Child Development Center,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Berpengalaman,N/A,https://glints.com/id/opportunities/jobs/kindergarten-teacher/d63eaf19-1fe6-4bf9-9e66-40bc8e45154e?utm_referrer=explore
Sales Executive,Tipsy Tales ,"Genteng, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Fisioterapi,N/A,https://glints.com/id/opportunities/jobs/sales-executive/74d315b2-39f1-4e6e-81e2-06eb3e84ba3a?utm_referrer=explore
Penerjemah Bahasa Arab,PT. BOS TOBOS INDONESIA,"Benda, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,CT scan,N/A,https://glints.com/id/opportunities/jobs/penerjemah-bahasa-arab/10c6ff0a-354e-4798-aa3c-09094be2dd8b?utm_referrer=explore
Social Media Specialist Intern,Zando Agency,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Radiology,N/A,https://glints.com/id/opportunities/jobs/social-media-specialist-intern/0548c97b-e9a3-4d34-8716-7d1820a9ffdd?utm_referrer=explore
Account Executive,PT. Prima Putra Untung Bersama,"Jebres, Surakarta, Jawa Tengah, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Bagian Keperawatan,N/A,https://glints.com/id/opportunities/jobs/account-executive/82939324-1b3e-4e6e-93ef-3d8dbb1c5a07?utm_referrer=explore
Delivery Man,PT. Asiaparts Indotech,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,RUMAH SAKIT,N/A,https://glints.com/id/opportunities/jobs/delivery-man/f81e5815-7d65-4dd3-b719-29c44311587c?utm_referrer=explore
Social Media Specialist INTERN,Peta Creative,"Kapanewon Mlati, Sleman, DI Yogyakarta, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Berpengalaman,N/A,https://glints.com/id/opportunities/jobs/social-media-specialist-intern/b9365158-d529-4790-9d31-38cd29ae462a?utm_referrer=explore
Sales Management Program,PT Salesworks Group Indonesia,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Ramah,N/A,https://glints.com/id/opportunities/jobs/sales-management-program/13fdc9ac-42d1-4573-b999-af91a2063846?utm_referrer=explore
Sales,PT. ARJUNA MULIA LESTARI,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Bisa Kerja Team,Rp2jt-Rp5jt,https://glints.com/id/opportunities/jobs/sales/3ebf7aeb-6c66-4714-a04c-cb83866c6528?utm_referrer=explore
Supervisor,555 Thai Tea,"Alang-Alang Lebar, Palembang, Sumatera Selatan, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Project Management,"Rp2,5jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/supervisor/ab7e3a04-fba9-42e1-b051-dee02e4671b6?utm_referrer=explore
Pramusaji,555 Thai Tea,"Alang-Alang Lebar, Palembang, Sumatera Selatan, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Pelayanan pelanggan,Rp2jt,https://glints.com/id/opportunities/jobs/pramusaji/905862fb-ea95-4492-ba89-1b8ca9a15218?utm_referrer=explore
Sales Mobil Honda,PT. Parama Sutera Autotren,"Pinang, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Sales Presentations,"Rp2,5jt-Rp6jt",https://glints.com/id/opportunities/jobs/sales-mobil-honda/34a0cd70-c21c-4d93-8999-3f5b4bb8e3ff?utm_referrer=explore
Content Creator,Hivenley,"Kapanewon Pajangan, Bantul, DI Yogyakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Instagram,"Rp1,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/content-creator/82f6008e-e829-49f7-b0a6-4b664ceea247?utm_referrer=explore
Credit Marketing Officer,PT Manu ,"Duren Sawit, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Content Tiktok,"Rp2,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/credit-marketing-officer/5413e14e-4293-4ca9-869f-1989b7916529?utm_referrer=explore
Shopkeeper,Secaca.id,"Puri, Mojokerto, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Communication,"Rp2,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/shopkeeper/3ff21a14-d270-4682-a8be-d51ebc374eb3?utm_referrer=explore
Shopkeeper,Secaca.id,"Puri, Mojokerto, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Upselling,"Rp2,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/shopkeeper/3a56c207-6060-4795-8525-e985842de612?utm_referrer=explore
Shopkeeper,Secaca.id,"Puri, Mojokerto, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Shopkeeper,"Rp2,5jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/shopkeeper/dd4b3bde-8e93-47d4-b93a-4963b8ddfae1?utm_referrer=explore
Teknik Elektromedik (Atem),Omnifit,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,Jaga Toko,"Rp1,5jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/teknik-elektromedik-atem/0c6d0f5c-1b1f-4ee0-ac07-28cb102b54e4?utm_referrer=explore
Mobile Waiter,Brillant Autocare,"Rungkut, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Shopkeeper,Rp2jt-Rp3jt,https://glints.com/id/opportunities/jobs/mobile-waiter/ef820ba2-0db9-4b98-b374-ffc7c6aeadfc?utm_referrer=explore
Admin Sales Optimize Kaca,PT. JATILUHUR INDOGLASS MANDIRI,"Pademangan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Jaga Toko,N/A,https://glints.com/id/opportunities/jobs/admin-sales-optimize-kaca/9b4793d2-0c2c-4b6d-ae49-70add540e9c5?utm_referrer=explore
Host Live & Content Creator,DIGIWORKS,"Antapani, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Shopkeeper,N/A,https://glints.com/id/opportunities/jobs/host-live-and-content-creator/e7da5f4a-9c92-404e-a3b9-b16eb4efe158?utm_referrer=explore
SECURITY,PT. Nur Elang Persada,"Tuban, Tuban, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Jaga Toko,N/A,https://glints.com/id/opportunities/jobs/security/fb374a44-fbf3-4eb5-9be0-8f37c7633a80?utm_referrer=explore
SECURITY,PT. Nur Elang Persada,"Gresik, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Usia Maksimal 35 Tahun,D3 Farmasi,N/A,https://glints.com/id/opportunities/jobs/security/793c18c3-da4e-47b4-95bd-20a344c6aedd?utm_referrer=explore
SECURITY,PT. Nur Elang Persada,"Mojosari, Mojokerto, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,elektronik,N/A,https://glints.com/id/opportunities/jobs/security/2e48e6af-1839-495f-91ba-fe79cdc36762?utm_referrer=explore
SECURITY,PT. Nur Elang Persada,"Wonocolo, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Usia Maksimal 35 Tahun,Bisa mengemudikan sepeda motor,N/A,https://glints.com/id/opportunities/jobs/security/76620b4e-799f-4ea5-8816-26fa70c5d40b?utm_referrer=explore
Cleaning Service,PT Karya Usaha Baru,"Leces, Probolinggo, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Microsoft Office,N/A,https://glints.com/id/opportunities/jobs/cleaning-service/02ef2607-c41d-4d20-a5c6-ed9349d9bc6e?utm_referrer=explore
REVISI,PT Karya Usaha Baru,"Kebomas, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Usia Maksimal 35 Tahun,Aktif Dan Inisiatif,N/A,https://glints.com/id/opportunities/jobs/revisi/88474195-1323-4efb-b48f-e6a062b05629?utm_referrer=explore
PACKING,PT Karya Usaha Baru,"Kebomas, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Security,N/A,https://glints.com/id/opportunities/jobs/packing/8665509c-2a43-436e-9e32-5e040714c461?utm_referrer=explore
Cost Control Management Staff,WOM Finance Mega Glodok Kemayoran ,"Tanjung Priok, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Usia Maksimal 35 Tahun,Security,N/A,https://glints.com/id/opportunities/jobs/cost-control-management-staff/031f5a91-a5f0-4acc-8b75-e78fbbbe3d1b?utm_referrer=explore
FORKLIFT,PT Karya Usaha Baru,"Kebomas, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Security,N/A,https://glints.com/id/opportunities/jobs/forklift/3503b835-cc18-4e89-9b8b-50339b7fb422?utm_referrer=explore
GRADDING,PT Karya Usaha Baru,"Kebomas, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Security,N/A,https://glints.com/id/opportunities/jobs/gradding/880a1c3a-1932-4f8a-bbcc-368ee8762114?utm_referrer=explore
MOULDING,PT Karya Usaha Baru,"Kebomas, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Chinese Food,N/A,https://glints.com/id/opportunities/jobs/moulding/fd00a15a-7843-43fd-8e4b-02d6d1c4e9c7?utm_referrer=explore
Supervisor Sales,Yamaha Meji Sakti Motor,"Tambaksari, Surabaya, Jawa Timur, Indonesia",Kontrak,Minimal SMA/SMK,Kurang dari setahun,Berpengalaman,N/A,https://glints.com/id/opportunities/jobs/supervisor-sales/20548386-b7b9-4c2d-a99a-56bde1dbe749?utm_referrer=explore
CROSSCUT,PT Karya Usaha Baru,"Kebomas, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Memiliki SKCK Aktif,N/A,https://glints.com/id/opportunities/jobs/crosscut/565b7b69-1819-4464-a847-06baa9080b91?utm_referrer=explore
Creative Designer (Internship),PT Homeco Victoria Makmur,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Packing,N/A,https://glints.com/id/opportunities/jobs/creative-designer-internship/55ddaf24-53ab-4f6d-8f41-479f1c490f21?utm_referrer=explore
Drone Pilot Spraying (Kalimantan),PT Terra Drone Indonesia,"Sebulu, Kutai Kartanegara, Kalimantan Timur, Indonesia",Paruh Waktu,Minimal SMA/SMK,Kurang dari setahun,Memiliki SKCK Aktif,N/A,https://glints.com/id/opportunities/jobs/drone-pilot-spraying-kalimantan/04d9d8f5-e710-49c0-8f1f-dcbdf9a05fdc?utm_referrer=explore
Garden (DW),Kashantee Village,"Kuta, Badung, Bali, Indonesia",Paruh Waktu,Minimal SMA/SMK,Kurang dari setahun,Finance Accounting,N/A,https://glints.com/id/opportunities/jobs/garden-dw/4ddbceff-7b11-4cef-92f4-91489618fca4?utm_referrer=explore
Waitress (DW),Kashantee Village,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Memiliki SKCK Aktif,N/A,https://glints.com/id/opportunities/jobs/waitress-dw/7f7718cb-5c48-4c43-aa14-6004b19c03a6?utm_referrer=explore
Sales Executive,PT PRIMA FAJAR CAHAYA SURYA,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Negotiation,Rp3jt-Rp4jt,https://glints.com/id/opportunities/jobs/sales-executive/34762af7-2732-40a2-a89f-6f345f64e380?utm_referrer=explore
KOL Listing,CV Bless Abadi Sejahtera,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Sales,Rp4jt-Rp8jt,https://glints.com/id/opportunities/jobs/kol-listing/1fbab31b-0f8d-4cbb-a1e4-3784115493d7?utm_referrer=explore
LOWONGAN PENGEMUDI/DRIVER TAXI (BLOM PENGALAMAN DIPERSILAHKAN),Bluebird Pool Peta Selatan,"Kelapa Dua, Kab. Tangerang, Banten, Indonesia",Penuh Waktu,Minimal SD,Kurang dari setahun,KOL Specialist,Rp4jt-Rp8jt,https://glints.com/id/opportunities/jobs/lowongan-pengemudi-driver-taxi-blom-pengalaman-dipersilahkan/15fe5865-3386-4503-8391-6b0dfda0f172?utm_referrer=explore
Driver/Pengemudi/Supir Taxi Bluebird Pool Peta Selatan,Bluebird Pool Peta Selatan,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SD,Kurang dari setahun,Communication,Rp4jt-Rp8jt,https://glints.com/id/opportunities/jobs/driver-pengemudi-supir-taxi-bluebird-pool-peta-selatan/8e14cd4e-2e27-4ace-afdd-a2a0eee987d5?utm_referrer=explore
Sales,PT INTI SURYA LABORATORIUM,"Cisauk, Kab. Tangerang, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mengemudi mobil,"Rp4,1jt-Rp5jt",https://glints.com/id/opportunities/jobs/sales/401cee6c-9595-407b-b03a-c6bc14cadb5c?utm_referrer=explore
Sales JABODETABEK,PT. Andalan Utama Trans Logistik (Auto Cargo Pusat),"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Pelayanan pelanggan,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/sales-jabodetabek/cb721128-479f-4a95-a246-6b1621cbdeb5?utm_referrer=explore
Purchasing (MEP),PT. Cahaya Teknindo Majumandiri,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Berorientasi Pada Target,"Rp3jt-Rp4,9jt",https://glints.com/id/opportunities/jobs/purchasing-mep/759b684c-25fa-47f7-9521-0e4cac1658da?utm_referrer=explore
Manager Business Development,PT. Jfood Group Indonesia,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),5 – 10 tahun,Sales,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/manager-business-development/20b04762-7dbe-4654-97a2-cc5c71d30c7c?utm_referrer=explore
Jr Confluent Developer,PT. ALL DATA INTERNATIONAL,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,B2b Sales,"Rp3jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/jr-confluent-developer/243c5492-b7d9-4481-9afb-e797cf2ecc85?utm_referrer=explore
Mandarin Teacher,Smart Learning,"Cipondoh, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Negotiation,"Rp2,5jt-Rp4jt",https://glints.com/id/opportunities/jobs/mandarin-teacher/b4fa51cc-8d6e-4963-af0a-7a2a0310505e?utm_referrer=explore
