id,Job_title,Company,Category,Location,Work_type,Working_type,Salary,Experience,Skills,Study_requirement,Desc,Link
gl233,Content Creator,Nurul Hayat,Kreatif Dan Inovatif,"Rungkut, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Content Creator, Kemampuan Membuat Konten, Up to date, Kreatif Dan Inovatif",Diploma (D1 - D4),"Muslimah, Usia maksimal 30 tahun, Pendidikan minimal D3 (semua jurusan), Memahami platform sosial media & optimasinya, Mampu membuat dan mengeksekusi ide konten, Up date dengan trend kekinian, Mampu bekerja individu maupun dalam team",https://glints.com/id/opportunities/jobs/content-creator/6ea1d3f7-aa90-4868-82cb-7e9cfc782c5d?utm_referrer=explore
gl235,Part Time Waitress,Prop Noodle Bar,bekerjasama dengan tim,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Paruh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Wanita, Usia 19-30 Tahun, Berpengalaman di bidang F&B lebih diutamakan, Memiliki kemampuan berbahasa inggris, Ramah dan berpenampilan menarik, Bersedia bekerja di hari libur / akhir pekan, Dapat bekerjasama dalam tim, Domisili surabaya",https://glints.com/id/opportunities/jobs/part-time-waitress/dfa9fe46-fa8d-40d9-8e3a-93fff851aec6?utm_referrer=explore
gl236,Cashier,Prop Noodle Bar,bekerjasama dengan tim,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Wanita, Usia 19-28 Tahun, Berpengalaman di bidang F&B lebih diutamakan, Ramah dan berpenampilan menarik, Paham untuk menggunakan fitur-fitur aplikasi POS, Bersedia bekerja di hari libur / akhir pekan, Dapat bekerjasama dalam tim, Domisili surabaya",https://glints.com/id/opportunities/jobs/cashier/68afc637-7c93-49e1-a6ce-8c0079b4acb1?utm_referrer=explore
gl238,Volunteer Manager Surabaya,Involuntir,Project Management Skills,"Genteng, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1,5jt-Rp4,5jt",Kurang dari setahun,"Problem Solving And Time Management, Leadership Skills, Project Management Skills, Good Communication Skills",Sarjana (S1),"Memimpin dan mengkoordinasi volunteers/relawan, Menyusun ide kreatif serta rencana strategis, Melakukan manajemen setiap project kegiatan di komunitas, Melakukan manajemen performa dari volunteers/relawan, Membuat laporan kerja",https://glints.com/id/opportunities/jobs/volunteer-manager-surabaya/932b9d15-3e43-4bac-99eb-9124339cd284?utm_referrer=explore
gl240,Sales Executive,PT Tera Data Indonusa,Sales Marketing,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Melakukan penjualan produk IT kepada Dealer/Toko yg menjual produk IT., Memberikan product knowledge kepada pihak toko., Mencari toko/dealer yg potensi untuk menawarkan produk., Memberikan strategi promosi/marketing di toko sehingga perusahaan mendapatkan keuntungan., Membuat laporan penjualan.",https://glints.com/id/opportunities/jobs/sales-executive/69080a15-f5f4-4b55-bb7e-3e6b7b884746?utm_referrer=explore
gl241,Channel Relation Execuative,PT Tera Data Indonusa,Sales Marketing,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Diploma (D1 - D4),"Memastikan tercapainya target penjualan (sales out) outlet store / dealer baik mingguan, bulanan, kuartalan maupun tahunan., Memastikan standarisasi (SOP) Frontliners dan/atau Promoter., Menjalankan fungsi Visual Merchandising & memastikan tampilan display produk (Axioo / Visipro), POSM & branding neonsign, baliho dan sebagainya mudah terlihat dan tampak jelas.",https://glints.com/id/opportunities/jobs/channel-relation-execuative/144652a7-f1f0-4d9c-99ab-960b49b524fd?utm_referrer=explore
gl242,Promotor,PT Tera Data Indonusa,Berkomunikasi Dengan Baik,"Cakung, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Sales Promotion, Berkomunikasi Dengan Baik, Product Knowledge",Diploma (D1 - D4),"Mencapai target penjualan yang sudah ditentukan perusahaan., Menawarkan produk dan menjelaskan produk knowledge bagi customer untuk membeli produk perusahaan., Memberikan laporan penjualan perhari., Memastikan ketersediaan stok di masing-masing toko.",https://glints.com/id/opportunities/jobs/promotor/be5ef2e8-87e9-44ff-b29f-89f058d966cf?utm_referrer=explore
gl244,Posisi Customer Service Bali (Denpasar),PT Tera Data Indonusa,Mengoperasikan Komputer,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Customer Service, Berkomunikasi Dengan Baik, Mengoperasikan Komputer",Diploma (D1 - D4),"Fast respon dalam menerima keluhan pelanggan., Menerima dan menjawab telepon masuk., Mampu bekerjasama dengan divisi lain termasuk kantor pusat., Melakukan analisa dan service terhadap seluruh produk Axioo., Memastikan service selesai tepat waktu., Melakukan update melalui sistem terhadap barang yang diservis.",https://glints.com/id/opportunities/jobs/posisi-customer-service-bali-denpasar/20b21ed7-c781-41bd-aafb-cfea3a45050b?utm_referrer=explore
gl245,Content Creative Internship,Bali United Football Club,Content Creator,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Rp100rb-Rp100rb,Kurang dari setahun,"Creative Thinking, Content Creator, Social Media Management, Good Communication Skills",Diploma (D1 - D4),"Last semester or freshgraduate student on Communication, Broadcasting, Film, Advertising, or another related major, Good communication and fast learner, Highly creative and have a good team work, Updated with trend on social media, Availability to join immediately and WFO",https://glints.com/id/opportunities/jobs/content-creative-internship/09d024b5-ea35-49f8-8f9d-0dc1be11fb1b?utm_referrer=explore
gl246,Mekanik Motor Panggilan,Bengkel Ijo,Mekanik Motor,"Serpong, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Komunikatif, Mekanik Otomotif, Jujur Dan Pekerja Keras, Mekanik Motor",SMA/SMK,"Pria minimal SMA/ SMK, Usia 20 - 27 tahun, Pengalaman minimal 1 tahun di bengkel resmi, Memiliki SIM C, Siap kerja lapangan, Penempatan BSD, Bintaro, Alam Sutera, Gading Serpong, Jujur, Bertanggung jawab, ramah, Supel, aktif, dan komunikatif",https://glints.com/id/opportunities/jobs/mekanik-motor-panggilan/42fb0bb9-a5b7-4898-933f-a39b9617e1e9?utm_referrer=explore
gl249,Game Master,Domain Board Game Cafe,Bahasa Inggris Pasif,"Serpong, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Komunikatif, Board Games, Bahasa Inggris Pasif",SMA/SMK,"Diutamakan Full-time, Berpendidikan min. SMA atau sederajat, Jujur, ramah, komunikatif, mau belajar, Berpenampilan menarik, Berkemampuan Bahasa Inggris (min. pasif / membaca), Menyukai board game (min. pernah bermain 3 jenis board game)",https://glints.com/id/opportunities/jobs/game-master/cc6e23fb-a82e-450d-a472-2d9734a59926?utm_referrer=explore
gl251,Cashier,BAKED.,Cashier,Badung,Penuh Waktu,Tidak ditampilkan,"Rp3,2jt",Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Menerima pembayaran dari pelanggan dengan akurat dan efisien., Menghitung kembali uang tunai untuk memastikan kesesuaiannya dengan total transaksi., Menyediakan informasi produk, harga, dan promosi kepada pelanggan., Menangani pertanyaan dan keluhan pelanggan dengan sopan dan profesional., Mengelola transaksi non-tunai seperti pembayaran dengan kartu kredit atau sistem pembayaran elektronik., Menghasilkan laporan keuangan harian dan melakukan rekonsiliasi kas",https://glints.com/id/opportunities/jobs/cashier/3754291b-dba0-4646-a037-b4ef9fc53951?utm_referrer=explore
gl252,Waiter Gresik,Muphus Seafood,Pelayanan pelanggan,"Gresik, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Pelayanan pelanggan, Berkomunikasi Dengan Baik, Waiter",SMA/SMK,"Perempuan/Laki-laki, Maksimal 25 tahun, Berpenampilan menarik, Lulusan SMA/Sederajat, Jujur, cekatan, bertanggungjawab, Mampu bekerja dalam tim",https://glints.com/id/opportunities/jobs/waiter-gresik/661a8d5c-b03a-4681-aa34-eca706e40b59?utm_referrer=explore
gl253,Waiter Lamongan,Muphus Seafood,Pelayanan pelanggan,"Babat, Lamongan, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Pelayanan pelanggan, Berkomunikasi Dengan Baik, Waiter",SMA/SMK,"Perempuan/Laki-laki, Maksimal 25 tahun, Berpenampilan menarik, Lulusan SMA/Sederajat, Jujur, cekatan, bertanggungjawab, Mampu bekerja dalam tim",https://glints.com/id/opportunities/jobs/waiter-lamongan/68f68e29-42c3-4f4a-9513-b7d5c092ab4e?utm_referrer=explore
gl254,Marketing Interior,Gravindo Interior,Target Oriented,"Bangkalan, Bangkalan, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Lulusan Minimal SMA/SMK, Memiliki kemauan dan tekad yang kuat untuk berkembang dan mencapai tujuan, Berpengalaman dan memahami interior diutamakan, Berpenampilan menarik, Memiliki kendaraan pribadi (SIM A/SIM C), Penempatan Surabaya",https://glints.com/id/opportunities/jobs/marketing-interior/64fcaafa-a26a-4bfe-9527-3333b728babf?utm_referrer=explore
gl255,Marketing Interior,Gravindo Interior,Target Oriented,"Lamongan, Lamongan, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Lulusan Minimal SMA/SMK, Memiliki kemauan dan tekad yang kuat untuk berkembang dan mencapai tujuan, Berpengalaman dan memahami interior diutamakan, Berpenampilan menarik, Memiliki kendaraan pribadi (SIM A/SIM C), Penempatan Surabaya",https://glints.com/id/opportunities/jobs/marketing-interior/645ca7cf-1afe-46b9-8765-e2dc45db9f8d?utm_referrer=explore
gl258,Desainer Grafis & Videographer,POOLSPA MART BALI,Graphic Design,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Graphic Design, Video Editing, Good Communication Skills",SMA/SMK,"Membuat dan merancang materi branding atau iklan, Membuat materi iklan cetak dan digital, Mengembangkan Visual Utama dan Materi Pendukung untuk Kampanye Pemasaran, Membantu dalam pengelolaan situs web, buletin, dan lainny, Mendesain materi grafis, penjualan, dan pemasaran, misalnya EDM / Poster / Spanduk / Display Penjualan, Mengelola Desain dari Konsep hingga Produksi, Berinteraksi dengan percetakan eksternal atau kontraktor/pemasok untuk memastikan kualitas terbaik dan pemenuhan tenggat waktu, Mendokumentasikan dengan baik semua file desain",https://glints.com/id/opportunities/jobs/desainer-grafis-and-videographer/c7bc4112-94a4-4e7f-8863-5afc639de9f8?utm_referrer=explore
gl260,Marketing Interior,Gravindo Interior,Target Oriented,"Magersari, Mojokerto, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Target Oriented, Memiliki Sim A Dan Sim C, Sales",SMA/SMK,"Lulusan Minimal SMA/SMK, Memiliki kemauan dan tekad yang kuat untuk berkembang dan mencapai tujuan, Berpengalaman dan memahami interior diutamakan, Berpenampilan menarik, Memiliki kendaraan pribadi (SIM A/SIM C), Penempatan Surabaya",https://glints.com/id/opportunities/jobs/marketing-interior/5a249ef7-fb83-4f65-9463-f2936e271d81?utm_referrer=explore
gl261,Marketing Interior,Gravindo Interior,Target Oriented,"Gresik, Gresik, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Target Oriented, Memiliki Sim A Dan Sim C, Sales",SMA/SMK,"Lulusan Minimal SMA/SMK, Memiliki kemauan dan tekad yang kuat untuk berkembang dan mencapai tujuan, Berpengalaman dan memahami interior diutamakan, Berpenampilan menarik, Memiliki kendaraan pribadi (SIM A/SIM C), Penempatan Surabaya",https://glints.com/id/opportunities/jobs/marketing-interior/cb127f83-a4c6-4cc2-a919-403c2b2ed4cd?utm_referrer=explore
gl262,Marketing Interior,Gravindo Interior,Target Oriented,"Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Lulusan Minimal SMA/SMK, Memiliki kemauan dan tekad yang kuat untuk berkembang dan mencapai tujuan, Berpengalaman dan memahami interior diutamakan, Berpenampilan menarik, Memiliki kendaraan pribadi (SIM A/SIM C), Penempatan Surabaya",https://glints.com/id/opportunities/jobs/marketing-interior/85f4faa7-744a-4318-b569-1583785404fa?utm_referrer=explore
gl263,Marketing Interior Surabaya,Gravindo Interior,Target Oriented,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Lulusan Minimal SMA/SMK, Memiliki kemauan dan tekad yang kuat untuk berkembang dan mencapai tujuan, Berpengalaman dan memahami interior diutamakan, Berpenampilan menarik, Memiliki kendaraan pribadi (SIM A/SIM C)",https://glints.com/id/opportunities/jobs/marketing-interior-surabaya/92b82ce0-1700-405d-ac8a-9b9f0ad796a8?utm_referrer=explore
gl266,Nail Artist / Studio Assistant,Hannails Home Studio,Basic Menicure Pedicure,"Ciputat, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Max umur 30 tahun, Belum menikah, Disarankan untuk yang sudah pernah bekerja di bidang nail / beauty (berpengalaman), Bisa melakukan basic meni/pedi & gel polos, Bisa melakukan administrasi (ms. Word/Excel)",https://glints.com/id/opportunities/jobs/nail-artist-studio-assistant/3922dc7f-4443-4627-bc04-3f7b57d9fd8b?utm_referrer=explore
gl271,Admin Sales,Tema Studio,Microsoft Office,"Tangerang, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp2jt-Rp2,3jt",Kurang dari setahun,"Microsoft Office, Good Teamwork, Good Communication Skills, Administration, Positive Work Attitude",SMA/SMK,"Positive Attitude, Honesty, and Initiative., Studio Administration Responsibility., Team Collaboration Skills., Ability to Work Effectively Under Pressure., Strong Communication Skills., Proficient in Microsoft Office., Flexibility in Mall Working Hours., Willingness to Work at Ararasa Mall, BSD.",https://glints.com/id/opportunities/jobs/admin-sales/f00030dc-999f-4afa-acbc-976ed284a57e?utm_referrer=explore
gl279,Marketing Property Freelance,Pt Weida Indah Cemerlang,Sales Property,"Tangerang, Tangerang, Banten, Indonesia",Paruh Waktu,Tidak ditampilkan,Rp100rb-Rp100rb,Kurang dari setahun,"Marketing, Social Media Marketing, Sales and Marketing, Sales Property, Public Speaking, Sales, Sales Marketing",SMA/SMK,"Mengembangkan rencana merek dan strategi pemasaran yang efektif dan inovatif untuk membangun merek yang kuat, Menciptakan pesan merek yang akan meningkatkan penjualan, Mengembangkan strategi merek untuk meningkatkan citra merek, Mengelola agensi dan klien eksternal untuk meningkatkan penjualan pasar, Bekerja sama erat dengan tim berbeda di perusahaan untuk memastikan konsistensi merek",https://glints.com/id/opportunities/jobs/marketing-property-freelance/db4a7d90-7859-4cfb-86f6-2e087bb49b79?utm_referrer=explore
gl282,Marketing Communication,Kampus Bisnis Umar Usman,Marketing Communication Intern,"Serpong, Tangerang Selatan, Banten, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"E-certificate internship, Professional work experiences, Promotion career, Networking & improvement skills, Recommendation letter (work), Insentif",https://glints.com/id/opportunities/jobs/marketing-communication/dbb4b77b-6675-449d-9029-f5351c0b75f3?utm_referrer=explore
gl283,Runner Waiter - Surabaya,Kollabora,Good Attitude,"Sambikerep, Surabaya, Jawa Timur, Indonesia",Harian,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Menyapa dan melayani pelanggan, Mengkonfirmasi item makanan sesuai dengan pesanan pelanggan, Mengantar pesanan makanan ke meja pelanggan, Membersihkan meja setelah pelanggan selesai, Membersihkan perabot makan yang akan digunakan",https://glints.com/id/opportunities/jobs/runner-waiter-surabaya/c53547a7-16db-4a38-8274-151e963c3e2d?utm_referrer=explore
gl285,Internship Flutter Mobile Programmer,PT Angkasa Defender Indonesia - ASDF.ID,Flutter / Dart,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Mobile Development, Target Oriented, Flutter / Dart",SMA/SMK,Membantu membuat dan mengembangkan aplikasi mobile yang dibutuhkan perusahaan,https://glints.com/id/opportunities/jobs/internship-flutter-mobile-programmer/6de0e415-acf5-4cf3-bb15-fb32101c20c5?utm_referrer=explore
gl286,Frontliner Penjualan,Dea Bakery,Frontliner,"Tambaksari, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Perempuan, usia maksimal 30 tahun, Pendidikan terakhir SMA/SMK, Berpenampilan menarik & komunikatif, Memiliki kemauan belajar yang tinggi, Disiplin, Energik & Amanah, Tinggi badan minimal 155 cm, Bersedia mengikuti training 2 minggu di Malang",https://glints.com/id/opportunities/jobs/frontliner-penjualan/e7bcf6d5-58b8-4de5-a16d-01833bb105f1?utm_referrer=explore
