id,Job_title,Company,Category,Location,Work_type,Working_type,Salary,Experience,Skills,Study_requirement,Desc,Link,Link_img
kt62,Kurir Motor Shopee Xpress Medan Hub,PT Cipar Sukses Bersama,Tidak ditampilkan,"Kota Medan, Sumatra Utara",Full Time,Kerja di lapangan,Rp 10.000.000,Tidak ada ketentuan,"Driving Skills, Logistics Mapping, Vehicle, Vehicle Safety",SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/kurir-motor-shopee-xpress-medan-hub-y7kw,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2Ffc0f14c9-ba5c-4034-c913-6a6ca2a8b000%2Fthumbnail&w=96&q=75;
kt63,Pengajar Fulltime Kimia (Edulab Madiun),PT Kreasi Edulab Indonesia,Tidak ditampilkan,"Kota Madiun, Jawa Timur",Full Time,Kerja di kantor,Rp 3.000.000,Minimal 1 Tahun,"Effective Teaching, Interactive Teaching, Academic Counseling, Career Counseling, Active Communication",S1,,https://kerja.kitalulus.com/id/lowongan/detail/pengajar-fulltime-matematika-fisika-kimia-dan-b-eyry,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2Fc94ca0b8-bd37-46df-a7bd-5b435e2ad200%2Fthumbnail&w=96&q=75;
kt64,Therapist (Kalimantan Timur),Salon Christopher,Tidak ditampilkan,"Kota Balikpapan, Kalimantan Timur",Kontrak,Kerja di kantor,Tidak ditampilkan,Tidak ada ketentuan,"Acupressure Massage, Back Massage, Manicure Pedicure",Semua jenjang,,https://kerja.kitalulus.com/id/lowongan/detail/therapist-kalimantan-timur-nqdj,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2Fb9d8a55a-9104-4df0-5b71-ff681a0aab00%2Fthumbnail&w=96&q=75;
kt65,"Rider Team Lead - SPX Express (Kab. Toba Samosir, Sumatra Utara)",SPX Express,Tidak ditampilkan,"Kabupaten Toba Samosir, Sumatra Utara",Kontrak,Kerja di lapangan,Tidak ditampilkan,Minimal 1 Tahun,Good Leadership,SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/rider-team-lead-spx-express-kab-serdang-bedaga-amj8,/icons/ic-company.svg;
kt66,"Rider Team Lead - SPX Express (Kab. Agam, Sumatra Barat)",SPX Express,Tidak ditampilkan,"Kota Bukittinggi, Sumatra Barat",Kontrak,Kerja di lapangan,Tidak ditampilkan,Tidak ada ketentuan,"Leadership, Logistics Analysis, Building Teams",SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/rider-team-lead-spx-express-kab-agam-sumatra-rnqo,/icons/ic-company.svg;
kt67,Product Consultant (Penajam),PT Propan Raya ICC,Tidak ditampilkan,"Kabupaten Penajam Paser Utara, Kalimantan Timur",Full Time,Kerja di kantor,Rp 3.500.000,Tidak ada ketentuan,Selling Skills,SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/product-consultant-penajam-kezu,/icons/ic-company.svg;
kt68,Filed Operation Center,PT Jala Lintas Media Grup,Tidak ditampilkan,"Kabupaten Bogor, Jawa Barat",Kontrak,Kerja di kantor,Tidak ditampilkan,Minimal 1 Tahun,"Computer Analysis, Analytical Skills",SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/filed-operation-center-gbq1,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2F2018ef34-7a00-4d74-4a22-a41351be5c00%2Fthumbnail&w=96&q=75;
kt69,MARKETING (AO) CABANG BALIKPAPAN,PT Kresna Reksa Finance,Tidak ditampilkan,"Kota Balikpapan, Kalimantan Timur",Full Time,Kerja di kantor,Rp 4.000.000,Minimal 1 Tahun,"Building Sales Teams, Adaptability to Marketing Needs",SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/marketing-ao-cabang-balikpapan-hijd,/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fneat-element-283712.appspot.com%2Fcompany%2Flogo%2F8712%2F20220922_JC1639551778642_LAMBANG-KRF.jpg&w=96&q=75;
kt70,Sales Canvassing,PT JualVape Indonesia,Tidak ditampilkan,"Jakarta Pusat, DKI Jakarta",Full Time,Kerja di kantor,Rp 3.500.000,Minimal 1 Tahun,"Persuasive Communication Skills, Active Communication",SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/sales-canvassing-trku,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2Fa94e43b1-2f45-4ff8-50d3-dce39ecdff00%2Fthumbnail&w=96&q=75;
kt71,DRIVER MOTOR DAN MOBIL (SHOPEE EXPRESS) BANTEN,PT Artha Kreasi Utama,Tidak ditampilkan,"Kota Cilegon, Banten",Full Time,Kerja di lapangan,Rp 300.000,Tidak ada ketentuan,"Motor, Driving Skills",SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/kurir-rider-cilegon-mncu,/_next/image?url=https%3A%2F%2Fstorage.googleapis.com%2Fneat-element-283712.appspot.com%2Fcompany%2Flogo%2F4298%2F20220926_JC1636608305982_logo.jpg&w=96&q=75;
kt72,"Admin Freelance Kerja dari Rumah, dapat Reward Rp15.000",KitaLulus,Tidak ditampilkan,"Jakarta Pusat, DKI Jakarta",Freelance,Kerja di rumah,Tidak ditampilkan,Tidak ada ketentuan,Administration,SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/admin-freelance-kerja-dari-rumah-dapat-reward-rp1-g3tj,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2F355c32a7-dc1f-486c-b186-05309dc22c00%2Fthumbnail&w=96&q=75;
kt73,Host Live Streaming,Tripleka Furniture,Tidak ditampilkan,"Kota Makassar, Sulawesi Selatan",Full Time,Kerja di kantor,Tidak ditampilkan,Minimal 1 Tahun,"Keterampilan Komunikasi, B2C Marketing, Live Broadcast",SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/admin-live-shopee-tokopedia-oxbs,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2F6e6d257a-22c9-43b0-c39c-cec0d4b0aa00%2Fthumbnail&w=96&q=75;
kt74,Product Consultant (Balikpapan),PT Propan Raya ICC,Tidak ditampilkan,"Kota Balikpapan, Kalimantan Timur",Kontrak,Kerja di kantor,Rp 3.500.000,Minimal 1 Tahun,Selling Skills,SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/product-consultant-balikpapan-tkvn,/icons/ic-company.svg;
kt75,CHEF / KOKI / TUKANG MASAK,Toko Kue Sara,Tidak ditampilkan,"Kota Malang, Jawa Timur",Full Time,Kerja di kantor,Tidak ditampilkan,Minimal 2 Tahun,"Cooking Food, Cooking skills, Cooking Time Management",SMP/MTS/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/chef-koki-tukang-masak-pjgo,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2Fb4110c54-8d92-47a7-29c4-60fddcec9800%2Fthumbnail&w=96&q=75;
kt76,AR Follow Up/ Collection Staff (Tasikmalaya),PT Propan Raya ICC,Tidak ditampilkan,"Kota Tasikmalaya, Jawa Barat",Full Time,Kerja di lapangan,Tidak ditampilkan,Minimal 1 Tahun,"Administration, Keterampilan Komunikasi, Field Data Collection",SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/ar-follow-up-collection-staff-tasikmalaya-ftup,/icons/ic-company.svg;
kt77,Team Leader Sales Produk Skincare,PT Vimayo Indonesia Persada,Tidak ditampilkan,"Jakarta Barat, DKI Jakarta",Full Time,Kerja di lapangan,Rp 8.000.000,Minimal 1 Tahun,"Account Management, Adaptability to Market Changes, Analysis, Analytical, Analytical Thinking, B2B Marketing, Brand Management, Adaptability, Budget Management, Building Client Portfolios, Building Brand Awareness, Building Sales Networks, Building Sales Teams",S1,,https://kerja.kitalulus.com/id/lowongan/detail/key-account-executive-produk-skincare-9jms,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2F14182b82-20c0-4e80-05c3-875fabf07700%2Fthumbnail&w=96&q=75;
kt78,Account Officer (HORECA),Exa Mitra Solusi PT,Tidak ditampilkan,"Jakarta Barat, DKI Jakarta",Full Time,Kerja di kantor / rumah,Tidak ditampilkan,Minimal 1 Tahun,"Keterampilan Komunikasi, Communication Negotiation",D3/D4,,https://kerja.kitalulus.com/id/lowongan/detail/account-officer-horeca-btpr,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2F7c4dbdfd-23e7-4b3b-251a-9350547ede00%2Fthumbnail&w=96&q=75;
kt79,ADMINISTRASI STAFF - GARUT,PT Mega Central Finance,Tidak ditampilkan,"Kabupaten Garut, Jawa Barat",Full Time,Kerja di kantor,Tidak ditampilkan,Minimal 1 Tahun,"Administration, Fast Learning, Keterampilan Komunikasi, Microsoft Excel",D3/D4,,https://kerja.kitalulus.com/id/lowongan/detail/administrasi-staff-garut-fyfz,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2F69b414f9-16e1-4d59-b107-3aac0e47cb00%2Fthumbnail&w=96&q=75;
kt80,ADMINISTRASI STAFF - PURWOKERTO,PT Mega Central Finance,Tidak ditampilkan,"Kabupaten Banyumas, Jawa Tengah",Full Time,Kerja di kantor,Tidak ditampilkan,Minimal 1 Tahun,"Microsoft Excel, Fast Learning, Keterampilan Komunikasi, Administration",D3/D4,,https://kerja.kitalulus.com/id/lowongan/detail/administrasi-staff-purwokerto-d3i5,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2F69b414f9-16e1-4d59-b107-3aac0e47cb00%2Fthumbnail&w=96&q=75;
kt81,ADMINISTRASI STAFF - TASIKMALAYA,PT Mega Central Finance,Tidak ditampilkan,"Kota Tasikmalaya, Jawa Barat",Full Time,Kerja di kantor,Tidak ditampilkan,Minimal 1 Tahun,"Administration, Fast Learning, Keterampilan Komunikasi, Microsoft Excel",D3/D4,,https://kerja.kitalulus.com/id/lowongan/detail/administrasi-staff-tasikmalaya-g4au,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2F69b414f9-16e1-4d59-b107-3aac0e47cb00%2Fthumbnail&w=96&q=75;
kt82,ADMINISTRASI STAFF - CIMAHI,PT Mega Central Finance,Tidak ditampilkan,"Kota Cimahi, Jawa Barat",Full Time,Kerja di kantor,Tidak ditampilkan,Minimal 1 Tahun,"Administration, Keterampilan Komunikasi, Fast Learning, Microsoft Excel",D3/D4,,https://kerja.kitalulus.com/id/lowongan/detail/administrasi-staff-cimahi-qynx,/_next/image?url=https%3A%2F%2Fimagedelivery.net%2FzmT1bHITMC1AralJOt9_Vg%2F69b414f9-16e1-4d59-b107-3aac0e47cb00%2Fthumbnail&w=96&q=75;
kt83,Follow Up/Collection Staff,PT Propan Raya ICC,Tidak ditampilkan,"Kabupaten Sukabumi, Jawa Barat",Full Time,Kerja di lapangan,Tidak ditampilkan,Minimal 1 Tahun,"Debt Collection Process, Komunikasi Efektif, Field Data Collection",SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/follow-upcollection-staff-4mvw,/icons/ic-company.svg;
kt84,TEKNISI AC,PT Changhong Meiling Electric Indonesia,Tidak ditampilkan,"Kota Denpasar, Bali",Kontrak,Kerja di lapangan,Rp 3.400.000,Minimal 2 Tahun,"AC Repair, AC Installation, AC Troubleshooting, AC System Maintenance, AC Cleaning, Analytical Skills, Apartment HVAC System Maintenance",SMA/SMK/Sederajat,,https://kerja.kitalulus.com/id/lowongan/detail/teknisi-ac-rnra,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7;"
